recno,Name,Vmag,SpType,n_Name,Teff,e_Teff,E_Teff,logg,e_logg,E_logg,[M/H],e_[M/H],E_[M/H],SMR,_RA,_DE,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff_x,b_Teff_x,B_Teff_xa,logg_x,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
205,HD 239928,8.69,G2V," ",5870,60,75,4.4,0.25,0.35,0.06,0.06,0.06," ",335.19051,56.11384,Gaia DR3 2006035192254524544,335.19057151757,56.11373969232,0.0,0.0,121.0,1636148068921376768,2006035192254524544,1439065690,0.0152,0.0138,14.8011,0.0174,848.9277,24.189,7.859,0.02,-22.876,0.018,-0.1743,0.0724,-0.0207,-0.1141,0.2352,-0.0407,-0.1853,0.1783,-0.2647,-0.3775,349,349,343,6,-2.9678,578.21,0.11,7.6517,31,false,1.566,,,,,,,,40,24,0.031527,58,0.01183,64.18,0,0,0.887,0,445,6900596.60626,1108.32,6226.16,8.59015,0.002761,50,3780910.0,1662.35,2274.44,8.894551,0.002831,50,4497200.0,1235.0,3641.46,8.11554,0.003791,1.2,0,0,0,0,0,0.779012,0.304401,0.47461,-19.95,0.16,1,11,2,11,178.15,0.69906,0.10645,992.891,1.12,6000.0,4.5,0.0,222,,,,7.946982,0.00731,8,,NOT_AVAILABLE,0.0,0.0,0.992964,5789.3,5788.3,5790.5,4.3603,4.3595,4.3612,-0.1963,-0.2007,-0.1922,67.4199,67.3472,67.502,3.0E-4,0.0,7.0E-4,2.0E-4,0.0,6.0E-4,1.0E-4,0.0,4.0E-4,MARCS,335.19050887097,56.11384136393,0.325941,0.290779,-0.3662,0.381635
206,BD+51 3343,10.3,G0V," ",6075,35,50,4.5,0.1,0.2,-0.24,0.04,0.06," ",335.19222,51.88201,Gaia DR3 2001003689604348928,335.19217951666,51.88189006202,0.0,0.0,137.0,1636148068921376768,2001003689604348928,696725283,0.0523,0.0529,3.9031,0.066,59.162,27.415,-6.184,0.072,-26.708,0.069,-0.2005,-0.0954,0.0855,-0.0202,0.0835,-0.0366,-0.1416,-0.2026,-0.0666,-0.2117,356,356,356,0,65.7692,16000.0,0.668,567.37,31,false,1.571,,,,,,,,40,24,0.107801,59,0.01713,135.9,1,0,4.324,0,415,1636405.63637,627.133,2609.34,10.152639,0.002787,50,901792.0,738.583,1220.98,10.450776,0.002928,49,1054910.0,743.125,1419.55,9.689861,0.003856,1.196,0,0,0,0,0,0.760915,0.298137,0.462778,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999324,5898.7,5890.4,5909.0,3.8047,3.7991,3.8144,-0.7267,-0.7328,-0.7125,257.1658,254.5533,258.5598,0.0422,0.0372,0.0486,0.0358,0.0315,0.0412,0.0194,0.017,0.0223,PHOENIX,335.19222404408,51.88200876497,1.14626,1.118313,-0.2084,0.441049
207,TYC 3986-2183-1,11.09,G0V," ",6155,15,40,4.95,0.0,0.2,-0.34,0.02,0.02," ",335.30014,54.97781,Gaia DR3 2005175202362387328,335.3002688034,54.97776345219,0.0,0.0,119.0,1636148068921376768,2005175202362387328,1054886803,0.0097,0.0094,5.7416,0.0118,486.0948,19.407,17.098,0.012,-9.182,0.011,-0.0416,0.1239,-0.1634,-0.038,0.1603,-0.0771,-0.0783,-0.2105,0.0572,-0.0887,417,417,414,3,-4.7035,790.07,0.084,10.624,31,false,1.576,,,,,,,,47,25,0.016975,63,0.01872,171.8,0,0,0.839,0,490,783251.64416,112.428,6966.68,10.952614,0.00276,60,436795.0,187.481,2329.81,11.237848,0.002829,57,499881.0,132.295,3778.52,10.50073,0.00379,1.196,0,0,0,0,0,0.737119,0.285234,0.451884,17.01,0.88,1,13,9,10,48.709,2.0763,0.014085,995.393,8.11,6000.0,4.0,0.0,444,,,,10.305922,0.011038,4,,NOT_AVAILABLE,0.0,0.0,0.999527,5928.9,5918.1,5934.0,4.3947,4.3921,4.3969,-0.641,-0.6492,-0.6357,172.3522,171.9837,172.7251,0.0306,0.0243,0.0337,0.026,0.0207,0.0286,0.0141,0.0112,0.0156,MARCS,335.30013638879,54.97780425922,0.190663,0.184256,-0.0817,0.314476
208,BD+51 3346,10.16,G2V," ",6020,35,45,4.85,0.1,0.2,-0.16,0.02,0.04," ",335.31647,52.26946,Gaia DR3 2001574817178034688,335.3169090313,52.26971145216,0.0,0.0,135.0,1636148068921376768,2001574817178034688,925588067,0.012,0.0121,8.9575,0.0142,629.5989,82.823,59.782,0.016,57.323,0.015,-0.2098,-0.0066,-0.3224,0.0415,0.1715,0.0291,-0.2189,-0.0144,0.0827,-0.2266,401,401,398,3,-2.8206,1084.8,0.115,19.248,95,false,,1.5725,0.0035,-0.144,0.01,-0.048,0.04,-0.021,45,26,0.023887,69,0.01588,155.3,1,0,0.9,0,515,1888368.03416,322.138,5861.98,9.99715,0.002762,56,1040440.0,260.939,3987.29,10.2955,0.002803,57,1219890.0,183.879,6634.17,9.532098,0.003783,1.197,0,0,0,0,0,0.763402,0.298349,0.465053,10.36,0.49,1,11,5,8,82.844,1.8704,0.006907,952.661,4.55,5500.0,3.5,0.0,333,8.1633,5.3612,6,9.348091,0.012849,6,,NOT_AVAILABLE,0.0,0.0,0.996487,5867.9,5863.7,5885.9,4.3859,4.3843,4.3935,-0.487,-0.4912,-0.4752,111.0797,110.889,111.2987,0.0478,0.045,0.0583,0.0405,0.0381,0.0494,0.0219,0.0206,0.0267,MARCS,335.31647485085,52.26945668381,0.258106,0.237642,-0.2241,1.324724
209,BD+52 3190,10.43,G0V," ",6205,45,70,4.3,0.25,0.4,-0.04,0.02,0.04," ",335.45144,52.7584,Gaia DR3 2001649790127887104,335.45128392251,52.75837733876,0.0,0.0,129.0,1636148068921376768,2001649790127887104,207646491,0.0124,0.012,2.815,0.015,187.3579,20.661,-19.918,0.017,-5.493,0.015,-0.1707,0.0607,-0.0848,-0.113,0.1284,-0.1634,-0.1954,-0.3242,0.1344,-0.2988,396,396,391,5,-2.4548,1001.0,0.114,16.779,95,false,,1.5755,0.0033,-0.152,-0.078,-0.004,0.021,-0.01,45,27,0.025387,68,0.02739,165.4,0,0,0.912,1,512,1399539.85666,251.077,5574.15,10.322404,0.002762,63,770205.0,296.774,2595.26,10.622025,0.002821,63,903460.0,186.391,4847.12,9.858123,0.003786,1.196,0,0,0,0,0,0.763903,0.299622,0.464281,-16.24,0.2,1,27,10,19,106.22,-1.6578,0.94879,952.16,2.94,6000.0,3.5,0.0,333,6.3496,3.5685,11,9.673779,0.009719,12,,NOT_AVAILABLE,0.0,0.0,0.99968,6241.0,6238.0,6244.0,3.8736,3.8703,3.8767,-0.3419,-0.3448,-0.339,351.2202,349.3747,353.0311,0.2198,0.2175,0.2219,0.1877,0.1858,0.1895,0.101,0.1,0.102,PHOENIX,335.45143019812,52.75840175335,0.271617,0.234828,-0.281,0.349686
210,TYC 3986-165-1,11.03,G2V," ",5995,40,35,4.25,0.2,0.2,-0.02,0.02,0.04," ",335.57226,54.45925,Gaia DR3 2005091398963014016,335.57247830014,54.45940456892,0.0,0.0,134.0,1636148068921376768,2005091398963014016,1152940938,0.0121,0.0121,4.2153,0.0142,296.4283,46.315,30.389,0.015,34.952,0.014,-0.1146,0.1763,-0.3155,-8.0E-4,0.0795,-0.0178,-0.0538,-0.1168,-0.0643,-0.1326,338,338,333,5,-3.5894,872.54,0.104,14.97,95,false,,1.5611,0.0031,0.032,0.1,0.033,-0.141,-0.118,39,25,0.021879,57,0.008123,0.7196,0,0,0.862,0,449,814765.1535,153.264,5316.1,10.909786,0.002763,52,441410.0,160.687,2747.02,11.226437,0.002818,51,536745.0,132.147,4061.72,10.423476,0.003789,1.201,0,0,0,0,0,0.80296,0.31665,0.48631,-76.78,0.47,1,11,7,9,40.438,-1.0273,0.860064,856.56,4.01,5500.0,3.5,0.0,333,,,,10.212082,0.008826,4,,NOT_AVAILABLE,0.0,0.0,0.999697,5767.5,5743.1,5816.9,4.2353,4.2229,4.266,-0.469,-0.4941,-0.4234,231.3274,218.6864,235.1661,0.0714,0.0563,0.0985,0.0602,0.0474,0.0832,0.0325,0.0256,0.0449,MARCS,335.57224595146,54.45924922799,0.243618,0.227764,-0.1291,0.719942
211,TYC 3986-251-1,11.0,G2V," ",5750,40,40,4.65,0.15,0.2,-0.06,0.06,0.06," ",335.60434,56.01502,Gaia DR3 2006038937466657792,335.60467599797,56.01511933016,0.0,0.0,137.0,1636148068921376768,2006038937466657792,1099193268,0.0119,0.0121,5.8048,0.0143,406.1957,48.61,47.815,0.014,8.757,0.014,-0.1961,-0.0325,-0.0701,-0.0584,0.2293,-0.0834,-0.2038,-0.1111,-0.0599,-0.1966,372,372,368,4,-2.7301,973.42,0.108,15.128,31,false,1.551,,,,,,,,42,26,0.021546,63,0.01597,179.8,0,0,0.9,0,464,680497.03067,122.917,5536.25,11.105301,0.002762,57,361924.0,156.091,2318.67,11.441998,0.002829,55,455512.0,117.924,3862.76,10.601645,0.00379,1.201,0,0,0,0,0,0.840352,0.336697,0.503655,-4.14,0.35,1,20,7,14,61.765,-0.14619,0.48467,993.392,4.16,5500.0,4.0,0.0,444,6.7024,3.4881,11,10.405375,0.00731,12,,NOT_AVAILABLE,0.0,0.0,0.99979,5765.2,5736.3,5795.1,4.4732,4.4536,4.4976,-0.1374,-0.167,-0.1075,169.0,168.2181,169.8155,0.1228,0.1052,0.1405,0.1029,0.0881,0.1179,0.0552,0.0472,0.0632,MARCS,335.60429581758,56.01508040961,0.231476,0.227672,-0.1865,0.764869
212,BD+54 2753,9.96,G0V," ",5990,45,45,4.65,0.2,0.2,-0.06,0.02,0.04," ",335.71628,55.61381,Gaia DR3 2005947815437527808,335.71594761053,55.61386596305,0.0,0.0,71.0,1636148068921376768,2005947815437527808,599661960,0.0126,0.0124,7.2298,0.0148,489.1975,44.036,-42.162,0.016,12.711,0.015,0.0123,0.1932,-0.2938,-0.0616,0.3161,-0.0699,-0.2041,-0.0539,-0.171,-0.2361,351,351,347,4,1.2521,785.17,0.107,14.981,31,true,1.562,,,,,,,,40,24,0.023956,58,0.01276,48.31,0,0,1.047,0,469,2267952.53081,327.868,6917.28,9.798282,0.00276,51,1231360.0,557.651,2208.13,10.112576,0.002833,50,1492200.0,362.516,4116.25,9.313325,0.003789,1.201,0,0,0,0,0,0.799252,0.314295,0.484957,10.58,9.78,1,19,7,13,117.04,119.07,0.0,994.068,96.83,5500.0,3.5,-0.25,444,10.5718,3.6022,7,9.12615,0.007162,10,,NOT_AVAILABLE,0.0,0.0,0.999245,5689.9,5680.8,5704.3,4.2308,4.2289,4.233,-0.5413,-0.5516,-0.525,137.7348,137.471,138.0353,0.0087,0.0028,0.0181,0.0073,0.0023,0.0152,0.004,0.0012,0.0082,MARCS,335.71627940187,55.61380946901,0.25541,0.246639,-0.2233,0.705193
213,TYC 3986-758-1,10.95,G2V," ",5845,55,65,4.05,0.3,0.35,0.16,0.06,0.08,*,335.83253,55.84668,Gaia DR3 2005987500921860352,335.8325586591,55.84667263785,0.0,0.0,143.0,1636148068921376768,2005987500921860352,594030143,0.0109,0.0112,4.2397,0.0138,306.2079,5.227,5.223,0.014,-0.203,0.013,-0.0843,0.0912,-0.0593,-0.0107,0.314,-0.0954,-0.0538,-0.2627,-0.0508,-0.1116,380,380,376,4,-2.8493,805.13,0.098,12.935,95,false,,1.5546,0.0032,-0.147,0.002,0.023,-0.005,-0.047,43,26,0.019699,65,0.005947,48.87,0,0,0.896,0,516,840863.2515,142.183,5913.95,10.875553,0.002761,60,454559.0,170.014,2673.66,11.194567,0.00282,59,551362.0,120.986,4557.25,10.394304,0.003787,1.196,0,60,0,59,0,0.800262,0.319014,0.481249,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999798,5796.8,5786.8,5807.3,4.1995,4.1942,4.205,0.1275,0.1184,0.1371,233.1264,232.3811,233.8538,0.0346,0.0286,0.0411,0.029,0.0239,0.0345,0.0155,0.0127,0.0184,MARCS,335.83251731436,55.84667354108,0.221223,0.203326,-0.1051,0.063698
215,BD+53 2889,9.7,G0V," ",6100,50,60,4.3,0.25,0.3,0.06,0.04,0.06," ",336.88697,54.6182,Gaia DR3 2004921283896352512,336.88720871353,54.61829286984,0.0,0.0,77.0,1636148068921376768,2004921283896352512,1734131347,0.0953,0.0935,4.0808,0.1118,36.4904,38.665,32.219,0.121,21.375,0.113,0.0099,0.176,-0.1541,-0.1368,0.3264,-0.1326,-0.273,-0.0977,-0.1223,-0.2194,421,421,421,0,110.3156,63706.0,1.256,2196.8,95,false,,1.5734,0.0266,-0.081,0.053,0.042,-0.07,-0.038,47,25,0.179705,68,0.023,53.09,0,0,6.695,0,553,2847884.00352,464.558,6130.31,9.551061,0.002761,62,1552460.0,376.087,4127.92,9.860993,0.002803,60,1862750.0,421.294,4421.5,9.072509,0.003787,1.199,0,0,0,0,0,0.788485,0.309933,0.478552,-4.13,1.58,1,11,0,6,105.09,19.068,0.0,948.657,11.68,6000.0,3.5,0.0,333,,,,8.890784,0.008583,9,,NOT_AVAILABLE,0.0,0.0,0.999324,,,,,,,,,,,,,,,,,,,,,,,336.88696140859,54.61819786916,1.957117,1.834351,-0.2009,0.59948
216,BD+52 3219,9.98,G0V," ",6195,30,40,3.75,0.2,0.25,-0.06,0.02,0.04," ",337.20902,52.76347,Gaia DR3 2001508983915366912,337.20904059359,52.76357185882,0.0,0.0,161.0,1636148068921376768,2001508983915366912,1340006321,0.0395,0.0426,4.0899,0.0495,82.5426,21.931,4.07,0.053,21.55,0.051,-0.0586,0.1751,-0.0969,-0.1797,0.1385,-0.2128,-0.148,-0.1452,-0.0026,-0.196,425,425,425,0,67.0529,15193.0,0.549,452.07,31,false,1.582,,,,,,,,49,27,0.078511,68,0.01231,72.56,0,0,4.052,0,495,2142213.40413,251.835,8506.42,9.86021,0.002758,63,1208050.0,342.156,3530.72,10.133326,0.002807,61,1352460.0,195.45,6919.72,9.420084,0.003783,1.195,0,0,0,0,0,0.713242,0.273115,0.440126,-2.38,0.57,1,18,12,15,105.85,8.1307,0.0,996.967,5.62,6000.0,4.0,-0.25,444,,,,9.238168,0.010556,4,,NOT_AVAILABLE,0.0,0.0,0.998613,6307.0,6301.0,6322.6,4.0191,3.9828,4.1188,-0.4008,-0.4095,-0.3873,230.9351,196.5402,244.9561,0.1491,0.1459,0.1542,0.1282,0.1254,0.1326,0.0691,0.0676,0.0715,PHOENIX,337.20901069757,52.76347607969,0.847215,0.820715,-0.174,0.369426
217,BD+51 3402,10.21,G0V," ",6145,45,35,4.65,0.2,0.15,-0.58,0.04,0.02," ",337.67729,51.94614,Gaia DR3 2000664215388740480,337.67806120069,51.94620950487,0.0,0.0,142.0,1636148068921376768,2000664215388740480,1697012393,0.0289,0.0304,6.6482,0.0353,188.4656,104.728,104.023,0.036,12.129,0.035,-0.2005,-0.0181,-0.181,-0.0307,0.1479,-0.0541,-0.2958,-0.0525,0.0508,-0.2285,407,407,405,2,27.8858,7109.1,0.367,190.07,95,false,,1.5858,0.0082,-0.043,0.113,0.029,-0.121,-0.044,46,27,0.054672,64,0.01321,81.82,51,0,2.134,0,492,1822182.38008,629.34,2895.39,10.035888,0.002781,56,1023090.0,439.993,2325.24,10.313759,0.002829,55,1193950.0,202.443,5897.7,9.55543,0.003784,1.217,0,7,0,5,0,0.758328,0.277871,0.480457,-38.99,0.23,1,21,12,17,115.5,0.71566,0.977673,950.334,2.06,5000.0,3.0,-1.5,333,12.7588,3.3973,7,9.342471,0.009323,8,,NOT_AVAILABLE,0.0,0.0,0.999918,6040.3,6032.0,6049.5,4.2307,4.2266,4.2348,-1.2356,-1.2461,-1.2249,151.0267,150.0962,152.0183,0.155,0.1502,0.1601,0.1324,0.1283,0.1368,0.0724,0.0701,0.0748,MARCS,337.67731116622,51.94615559386,0.577664,0.571068,-0.2185,1.729525
218,TYC 3987-1602-1,10.77,G2V," ",5830,50,45,4.7,0.25,0.2,-0.08,0.04,0.04," ",338.04549,54.41403,Gaia DR3 2003354789061226368,338.04530495108,54.4137126937,0.0,0.0,151.0,1636148068921376768,2003354789061226368,1642076910,0.0171,0.0185,5.8643,0.022,266.1866,75.502,-23.91,0.023,-71.616,0.023,-0.1216,-0.0026,-0.1902,-0.0403,0.0126,-0.0555,-0.2408,-0.1808,0.1464,-0.1637,393,393,390,3,10.5479,2150.8,0.206,59.919,95,false,,1.553,0.005,0.02,0.163,-0.041,-0.059,-0.061,44,27,0.034429,58,0.01816,165.9,1,0,1.403,0,455,1019575.27407,168.843,6038.61,10.666319,0.002761,55,538125.0,159.927,3364.81,11.011333,0.002809,50,688924.0,136.736,5038.37,10.152468,0.003786,1.203,0,0,0,0,0,0.858866,0.345015,0.513851,-34.32,0.27,1,18,6,13,77.723,-0.506,0.560102,994.141,2.98,5500.0,3.5,0.0,333,7.5064,3.829,10,9.955191,0.012784,11,,NOT_AVAILABLE,0.0,0.0,0.999661,5472.8,5471.8,5473.9,4.2867,4.2844,4.2889,-0.6242,-0.6282,-0.6202,169.4076,168.7501,170.0276,4.0E-4,0.0,0.0011,3.0E-4,0.0,9.0E-4,2.0E-4,0.0,5.0E-4,MARCS,338.04548756351,54.41403098625,0.368415,0.371333,-0.1557,1.206292
219,TYC 3632-394-1,10.84,G0V," ",6310,50,40,4.15,0.3,0.2,-0.24,0.02,0.04," ",338.31807,52.35905,Gaia DR3 2000699743357891328,338.31812589069,52.35906380284,0.0,0.0,138.0,1636148068921376768,2000699743357891328,858223776,0.0103,0.0104,1.1842,0.0131,90.3268,6.504,6.287,0.015,-1.667,0.013,-0.1709,0.1345,-0.2551,0.0319,0.1662,-0.0216,-0.1777,-0.266,-0.0765,-0.1677,434,434,427,7,-3.705,930.72,0.098,15.172,95,false,,1.5558,0.003,-0.107,0.145,-0.022,-0.025,-0.086,49,27,0.021309,67,0.02082,171.0,0,0,0.874,0,517,1014517.14795,159.54,6359.01,10.671719,0.002761,61,540405.0,188.646,2864.65,11.006744,0.002816,61,679527.0,136.863,4965.01,10.167378,0.003786,1.202,0,0,0,0,0,0.839366,0.335026,0.50434,-10.24,0.7,1,27,11,17,93.658,0.46871,0.563145,997.143,12.36,6500.0,3.5,-0.25,555,75.7138,4.8333,12,9.963236,0.009445,15,,NOT_AVAILABLE,0.0,0.0,0.999956,6325.6,6308.4,6333.0,3.3139,3.2989,3.3251,-0.2262,-0.2279,-0.2246,760.8851,750.4522,773.8931,0.5064,0.4953,0.5113,0.4322,0.4226,0.4365,0.2333,0.2281,0.2357,MARCS,338.31808013613,52.35907121062,0.236743,0.2127,-0.1647,0.132546
220,TYC 3987-1842-1,10.79,G0V," ",6235,40,40,4.7,0.2,0.2,-0.2,0.02,0.02," ",338.38828,54.58646,Gaia DR3 2003380799381488384,338.38832184476,54.58639589388,0.0,0.0,161.0,1636148068921376768,2003380799381488384,783763622,0.0081,0.0096,4.1645,0.0104,400.4775,15.488,4.756,0.01,-14.74,0.012,-0.1298,0.1619,-0.2507,0.0352,0.113,0.0448,-0.322,-0.1113,-0.1054,-0.1834,398,398,396,2,-5.4636,559.31,0.051,3.7313,31,false,1.575,,,,,,,,46,26,0.017989,61,0.005916,178.8,0,0,0.81,0,479,918938.22436,115.405,7962.74,10.779151,0.002759,59,510907.0,161.926,3155.18,11.067687,0.002811,58,587913.0,141.419,4157.25,10.324614,0.003788,1.196,0,0,0,0,0,0.743073,0.288536,0.454537,-50.65,0.34,1,21,9,16,72.489,-1.3711,0.91163,993.89,5.43,6250.0,4.0,-0.25,444,,,,10.142719,0.009529,11,,NOT_AVAILABLE,0.0,0.0,0.99964,5998.6,5979.0,6020.2,4.1177,4.1088,4.1329,-0.4228,-0.4388,-0.4067,237.8521,234.5343,238.8524,0.0829,0.0721,0.0946,0.0707,0.0614,0.0807,0.0382,0.0332,0.0437,MARCS,338.38828536915,54.58646140423,0.164672,0.201658,-0.182,0.246739
221,BD+53 2916,10.2,G0V," ",6130,75,40,3.85,0.45,0.2,-0.02,0.08,0.04," ",338.48049,54.03423,Gaia DR3 2003273322117591936,338.48070952188,54.03430615411,0.0,0.0,132.0,1636148068921376768,2003273322117591936,973391275,0.0164,0.016,4.1023,0.0206,198.6923,36.695,31.606,0.023,18.643,0.02,-0.2151,-0.0398,-0.0249,-0.1034,0.2457,-0.1678,-0.078,-0.2816,0.2073,-0.3151,437,437,434,3,10.8844,1987.1,0.189,48.986,31,false,1.581,,,,,,,,49,27,0.035331,65,0.01178,30.35,0,0,1.393,1,468,1766206.84654,258.042,6844.64,10.069763,0.00276,56,995647.0,238.131,4181.08,10.343279,0.002802,57,1109510.0,195.377,5678.82,9.635066,0.003784,1.192,0,0,0,0,0,0.708213,0.273516,0.434697,-17.04,1.07,1,21,8,16,108.15,22.74,0.0,947.229,11.58,6250.0,4.0,0.0,444,,,,9.474873,0.005156,11,,NOT_AVAILABLE,0.0,0.0,0.998258,6108.6,6097.8,6118.1,4.0687,4.0653,4.0714,-0.0673,-0.0774,-0.0576,241.6625,240.4975,242.9319,0.0552,0.0488,0.0609,0.0472,0.0417,0.0521,0.0254,0.0224,0.028,MARCS,338.48047034335,54.03422329406,0.376431,0.318721,-0.3004,0.539054
222,BD+52 3260,10.77,G0V," ",6145,40,45,4.15,0.25,0.3,-0.04,0.04,0.02," ",339.83007,53.48792,Gaia DR3 2002270842392282496,339.83015778454,53.48790644695,0.0,0.0,141.0,1636148068921376768,2002270842392282496,262498707,0.0101,0.0108,4.2018,0.0134,313.5208,12.051,11.954,0.014,-1.525,0.012,-0.2937,0.0703,-0.0588,-0.0641,0.0977,-0.1276,-0.1486,-0.3821,0.1236,-0.3192,386,386,383,3,0.4999,834.15,0.083,9.4531,31,false,1.571,,,,,,,,44,25,0.021828,62,0.01232,73.05,0,0,1.017,0,462,1084096.23836,238.449,4546.44,10.599697,0.002766,55,597848.0,275.555,2169.61,10.897065,0.002835,55,697607.0,279.558,2495.39,10.138867,0.003804,1.195,0,0,0,0,0,0.758198,0.297368,0.46083,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999488,6206.8,6188.4,6210.8,4.1914,4.1891,4.1934,-0.2948,-0.2989,-0.2915,236.4995,235.8148,237.3285,0.1697,0.1591,0.1724,0.1448,0.1356,0.147,0.0778,0.0729,0.0791,PHOENIX,339.83006848977,53.48791322672,0.230838,0.199345,-0.3061,0.194259
223,BD+28 4510,8.72,G2V," ",5480,80,55,3.6,0.4,0.2,-0.22,0.1,0.08," ",345.6709,29.20393,Gaia DR3 1885253358887904256,345.67099941662,29.20380723613,0.0,0.0,29.0,1636148068921376768,1885253358887904256,119798097,0.0433,0.0554,5.7393,0.0729,78.7574,31.803,19.354,0.059,-25.236,0.069,0.4011,0.0513,-0.1622,-0.2488,0.0737,-0.2986,-0.0539,-0.2223,-0.3444,0.3263,403,403,402,1,65.1379,13788.0,0.575,351.02,31,false,1.526,,,,,,,,46,19,0.106717,58,0.02746,54.08,0,0,4.049,0,481,7189020.76106,840.09,8557.44,8.545692,0.002758,55,3636600.0,925.137,3930.88,8.936802,0.002804,54,5109540.0,1287.32,3969.12,7.976942,0.003789,1.217,0,0,0,0,0,0.95986,0.391109,0.568751,0.56,1.22,1,18,2,12,245.53,44.253,0.0,893.272,13.14,5000.0,3.0,-0.25,444,11.0641,2.1993,12,7.75422,0.005902,14,,NOT_AVAILABLE,0.0,0.0,0.999146,5192.1,5191.1,5193.7,3.3551,3.3492,3.3662,-0.5822,-0.587,-0.5704,160.9618,159.0741,162.0149,4.0E-4,1.0E-4,0.001,3.0E-4,0.0,8.0E-4,2.0E-4,0.0,5.0E-4,MARCS,345.6709008723,29.20391939432,0.946094,1.109138,0.3493,0.541219
224,HD 217924,7.22,G0V," ",5900,45,60,4.85,0.1,0.3,-0.1,0.06,0.04," ",345.96077,21.59825,Gaia DR3 2832735823127881088,345.96064077527,21.59793206397,0.0,0.0,93.0,1636148068921376768,2832735823127881088,987148123,0.1614,0.1094,35.4124,0.1182,299.5896,83.452,-37.07,0.255,-74.767,0.157,-0.0436,-0.214,0.837,-0.1529,-0.2439,-0.1475,0.7465,-0.2083,-0.1977,-0.1288,247,247,212,35,29.9973,4211.3,0.76,307.16,31,false,1.566,,,,,,,,24,11,0.381005,36,0.01527,8.438,0,0,2.79,0,295,2.795070760267E7,5073.98,5508.63,7.071385,0.002762,31,1.52651E7,9503.0,1606.34,7.379294,0.002871,28,1.83878E7,8370.62,2196.71,6.586571,0.003812,1.204,0,0,0,0,0,0.792723,0.307909,0.484814,18.3,1.03,1,18,0,11,462.87,47.562,0.0,1019.652,6.6,5750.0,4.5,-0.25,222,,,,6.402163,0.00572,18,,NOT_AVAILABLE,0.0,0.0,1.0E-6,5800.8,5775.2,5822.7,4.4061,4.2962,4.4244,-0.3108,-0.411,-0.2317,28.403,27.1972,33.0018,0.0011,2.0E-4,0.0033,9.0E-4,1.0E-4,0.0027,5.0E-4,0.0,0.0015,PHOENIX,345.9608179738,21.59826436422,3.941211,2.429524,-0.1243,1.223575
