recno,uid,R,GCVS,RAJ2000,DEJ2000,pmRA,e_pmRA,pmDE,e_pmDE,Epoch,GLON,GLAT,VarType,Per,OutDate,Cl,l_Maxmag,Maxmag,n_Maxmag,l_Minmag,Minmag,u_Minmag,n_Minmag,ref(Coo),f_ref(Coo),ref(pm),ref(CV),f_ref(CV),ref(CV)2,f_ref(CV)2,ref(Cha),u_ref(Cha),n_ref(Cha),ref(Sp),n_ref(Sp),u_ref(Sp),f_ref(Sp),ref(Per),f_ref(Per),Names,IUE,HST,ARIEL5,HEAO1,HEAO2,EXOSAT,ROSAT,GINGA,ASCA,EUVE,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA_x,e_pmRA_x,pmDE_x,e_pmDE_x,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000_x,DEJ2000_x,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
1360,7626,*,V941 Sgr,278.68129166666665,-29.58022222222222,,,,,,,,non-CV,,,,,,,,,,,,,,1987-08,*,,,,,,,,,,,,INN 27,,,,,,,,,,,Gaia DR3 4048189199712152320,278.68101429685,-29.58031712779,0.0,0.0,87.0,1636148068921376768,4048189199712152320,1779259713,0.056,0.0487,0.0837,0.0628,1.3317,11.492,-11.331,0.068,-1.92,0.05334183,0.0153,0.0623,-0.1254,-0.0244,-0.3718,-0.0129,-0.3069,-0.1608,0.1476,0.1729,223,223,222,1,-0.0826,3776.3,0.481,154.23,95,false,,1.199,0.0147,-0.234,0.092,-0.028,0.035,-0.1,25,17,0.09608,25,0.242,7.711,5,0,0.994,0,204,505539.36204,16486.6,30.6636,11.427979,0.035515,23,31893.9,11076.1,2.87952,14.079274,0.377065,23,683519.0,72746.3,9.39593,10.161018,0.115616,1.415,0,5,0,0,0,3.918256,2.651295,1.266961,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999146,,,,,,,,,,,,,,,,,,,,,,,278.68107220399,-29.58030859617,1.089808,0.869659,0.1703,0.933182
1346,7634,*,V1017 Sgr,278.018625,-29.386749999999996,,,,,,4,-9,NB/DN:,5.714,1919.19,,,7.2,V,,13.7,,V,ICRS,,,1992-31,*,,,1987-08,,,1983-12,S,,,1992-39,,HV 3519,,,,,,E,,,,,Gaia DR3 4048251562703375488,278.01866755471,-29.38687773333,0.0,0.0,118.0,1636148068921376768,4048251562703375488,96479108,0.021,0.019,0.8165,0.0234,34.9336,11.62,5.233,0.029,-10.374,0.021035202,-0.1469,0.1498,-0.3728,0.0971,-0.4309,0.1705,-0.5434,-0.2434,0.2197,-0.1964,164,0,164,0,-3.5041,103.08,0.0,0.0,31,false,1.431,,,,,,,,19,15,0.042514,19,0.03828,163.3,0,0,0.808,0,163,89490.42498,340.832,262.564,13.307925,0.004969,17,35900.3,529.698,67.7751,13.950797,0.016261,18,78396.5,839.408,93.395,12.512154,0.012224,1.277,0,8,0,5,0,1.438643,0.642872,0.795772,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999975,5520.7,5481.0,5588.9,3.4895,3.4668,3.5225,-0.5999,-0.63,-0.5623,979.4463,951.9525,999.9715,1.3824,1.3541,1.431,1.0933,1.0697,1.1336,0.5935,0.5807,0.616,PHOENIX,278.01864086058,-29.38683162532,0.471982,0.347237,-0.2008,0.478822
1371,8675,*,Sgr,278.9815833333333,-29.078944444444442,,,,,,5,-10,CV:,,,,,24.4,V,,,,,2005-102,,,2005-102,,,,2005-102,,*,,,,,,,m145.34015.1280,,,,,,,,,,,Gaia DR3 4048331895707587328,278.98177577925,-29.07880040546,0.002,0.001,47.0,1636148068921376768,4048331895707587328,279188414,1.8951,1.8092,,,,,,,,,0.7837,,,,,,,,,,80,0,80,0,-0.3887,69.703,0.0,0.0,3,false,,,,,,,,,10,8,4.298492,11,0.07252,157.4,0,0,,0,80,139.56931,1.87208,74.553,20.325392,0.014822,11,37.4729,8.57086,4.37213,21.40425,0.248347,11,93.8116,8.29085,11.3151,19.817255,0.096029,0.941,0,0,0,0,0,1.586994,1.078857,0.508137,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,5.46E-4,8.0E-6,0.999319,,,,,,,,,,,,,,,,,,,,,,,278.98177577925,-29.07880040546,1.89512,1.809155,0.7837,0.797175
1235,7644,*,V1175 Sgr,273.57083333333327,-31.118888888888886,,,,,,1,-6,N,,1952.14,,,7.0,p,<,12.0,,p,C00003,,,1987-08,,,,1987-08,,*,1987-08,X,:,,,,,,,,,,,,,,,Gaia DR3 4048989712970445696,273.5708517537,-31.11905084373,0.0,0.0,51.0,1636148068921376768,4048989712970445696,424296732,0.4152,0.3807,1.1602,0.4591,2.5268,4.666,0.616,0.45,-4.625,0.3372759,0.3782,-0.0876,-0.2593,-0.201,-0.4886,-0.0832,-0.6277,-0.0471,0.2711,0.1932,145,0,143,2,0.0036,141.59,0.0,0.0,95,false,,1.5003,0.0943,-0.128,-0.047,-0.118,-0.019,-0.15,17,13,0.669245,18,0.09901,171.6,4,17,0.998,0,144,376.71286,1.93913,194.269,19.247341,0.006231,3,196.576,73.6041,2.67072,19.604715,0.406543,2,329.812,153.055,2.15486,18.452229,0.503868,1.397,0,2,0,1,0,1.152487,0.357374,0.795113,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999994,,,,,,,,,,,,,,,,,,,,,,,273.57084855384,-31.11903028737,7.324581,5.643138,0.1996,0.585795
1200,8215,,Sgr,272.1755833333333,-31.709638888888886,,,,,,0,-6,UG,,,,,18.2,I,,20.3,,I,2003-09,,,2003-09,,,,2003-09,,,,,,,,,Bul_sc7_1492,,,,,,,,,,,Gaia DR3 4049032658368069120,272.17582372942,-31.70918197864,0.005,0.001,52.0,1636148068921376768,4049032658368069120,936897986,4.0611,3.2607,,,,,,,,,0.9541,,,,,,,,,,45,0,45,0,0.2832,41.896,0.0,0.0,3,false,,,,,,,,,5,5,7.98764,5,0.02225,67.38,0,0,,0,45,186.86444,2.12194,88.0632,20.00855,0.012633,0,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.004063,1.12E-4,0.99336,,,,,,,,,,,,,,,,,,,,,,,272.17582372942,-31.70918197864,4.061074,3.260651,0.9541,1.802129
1183,8475,,Sgr,271.88379166666664,-31.398972222222216,,,,,,0,-5,UG,,,,,17.4,V,,19.5,,V,2004-48,,,2004-48,,,,A9999-99,,,,,,,,,m124.21890.1808,,,,,,,,,,,Gaia DR3 4049101760024617216,271.88417115642,-31.39941637299,0.003,0.001,21.0,1636148068921376768,4049101760024617216,1468731327,1.2495,2.8483,,,,,,,,,0.8173,,,,,,,,,,53,0,53,0,0.7218,54.695,0.0,0.0,3,false,,,,,,,,,6,4,155.3572,6,1.965,96.18,32,0,,0,53,625.57989,28.2407,22.1517,18.69666,0.049091,3,733.472,96.9552,7.56506,18.175083,0.143547,2,700.746,16.049,43.6628,17.633995,0.025152,2.293,0,3,0,2,0,0.541088,-0.521576,1.062664,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.990323,0.003155,0.0,,,,,,,,,,,,,,,,,,,,,,,271.88417115642,-31.39941637299,1.249521,2.848301,0.8173,1.978991
1225,8674,*,Sgr,272.9953333333333,-30.731666666666662,,,,,,1,-6,CV:,,,,,20.8,V,,,,,2005-102,,,2005-102,,,,2005-102,,*,,,,,,,m125.23850.4190,,,,,,,,,,,Gaia DR3 4049212913824374272,272.995123986,-30.73167746498,0.001,0.0,52.0,1636148068921376768,4049212913824374272,1239236363,0.5372,0.4869,0.2877,0.7832,0.3673,2.749,-0.078,0.611,-2.748,0.42131996,0.3791,-0.2714,0.0356,-0.446,-0.4103,-0.0454,-0.6271,-0.5858,0.4624,-0.1374,129,0,127,2,1.1653,144.55,0.89,0.92561,95,false,,1.5356,0.1133,-0.109,-0.082,-0.332,0.276,-0.14,15,10,0.953169,19,0.04308,168.4,0,47,1.073,0,129,349.8915,1.7256,202.765,19.327534,0.006022,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,272.99512438761,-30.73166525034,9.764342,7.056693,-0.1033,0.648981
1223,8046,*,V4740 Sgr,272.9415833333333,-30.513749999999995,,,,,,1,-6,NA,,2001.67,,,6.5,V,<,18.0,,V,2001-65,,,2001-66,,,,A9999-99,,*,2001-67,X,:,,,,N Sgr 2002 No. 3,,,,,,,,,,,Gaia DR3 4049266991809038080,272.94118909368,-30.51392935876,0.001,0.0,57.0,1636148068921376768,4049266991809038080,420635489,0.5253,0.4404,-0.6587,0.5164,-1.2754,4.053,-2.34,0.604,-3.31,0.40733466,0.4048,0.0799,-0.0093,-0.2209,-0.2398,-0.1389,-0.5387,0.0769,0.0743,0.162,133,0,132,1,2.2092,171.47,1.475,2.5701,95,false,,1.3955,0.1256,-0.237,0.021,0.009,-0.103,-0.166,15,10,0.852533,15,0.04191,169.2,0,0,1.14,0,123,337.14194,1.81299,185.959,19.367834,0.006456,8,114.446,19.3869,5.90326,20.19204,0.183943,7,188.31,15.651,12.0318,19.060715,0.090318,0.898,0,0,0,0,1,1.131325,0.824205,0.307119,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999996,,,,,,,,,,,,,,,,,,,,,,,272.9412011655,-30.5139146487,9.680929,6.764763,0.1778,1.382723
1275,8502,,Sgr,274.60137499999996,-30.393638888888884,,,,,,2,-7,UG:,,,,,,,,,,,2004-48,,,2004-48,,,,A9999-99,,,,,,,,,m148.26586.2310,,,,,,,,,,,Gaia DR3 4049369010102158464,274.60142194638,-30.39373815855,0.001,0.001,78.0,1636148068921376768,4049369010102158464,121372141,0.7339,0.5808,0.3055,0.6706,0.4555,5.349,-0.138,0.963,-5.347,0.60538507,0.1028,0.2694,-0.7053,-0.0749,-0.2571,-0.0053,-0.8064,-0.4997,0.2259,-0.0047,134,0,132,2,-0.1376,131.22,0.0,0.0,95,false,,1.2947,0.1463,-0.045,0.19,0.067,0.016,-0.352,16,9,1.461048,20,0.05537,179.4,5,25,0.989,0,135,252.61907,1.40055,180.372,19.681202,0.00662,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,274.60142265922,-30.39371439488,15.933321,10.160297,-5.0E-4,0.385961
1241,7684,*,V3914 Sgr,273.70420833333327,-30.72472222222222,,,,,,,,non-CV,,,,,,,,,,,,,,1996-01,*,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4049388865676433152,273.70428629919,-30.7247772203,0.0,0.0,65.0,1636148068921376768,4049388865676433152,1292757540,0.1223,0.102,0.1715,0.1378,1.245,4.018,-3.07,0.148,-2.592,0.10565025,0.2238,-0.221,-0.0426,-0.1218,-0.3993,-0.066,-0.3619,0.0296,0.226,0.0946,233,163,233,0,13.0221,11923.0,1.052,472.47,95,false,,1.1946,0.0257,-0.149,-0.035,0.116,-0.029,0.054,27,16,0.206015,27,0.2331,95.73,2,0,1.668,0,231,102325.33959,3237.27,31.6086,13.162409,0.03446,21,3749.6,573.913,6.5334,16.40358,0.166206,26,262935.0,32793.1,8.01801,11.198275,0.135465,2.606,0,2,0,0,0,5.205305,3.241171,1.964134,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999999,,,,,,,,,,,,,,,,,,,,,,,273.70430217254,-30.72476570165,2.374086,1.729951,0.1028,0.312117
1271,8836,*,V5116 Sgr,274.46162499999997,-30.44233333333333,,,,,,2,-7,N,,2005.5,,,8.1,V,,,,,2005-72,,,2005-73,,,,A9999-99,,*,2005-73,X,:,,,,Nova Sgr 2005 No. 2,,,,,,,,,,,Gaia DR3 4049414055762543744,274.46136546593,-30.44224504914,0.001,0.001,64.0,1636148068921376768,4049414055762543744,871834253,0.7692,0.644,-0.7602,0.7886,-0.964,5.408,-4.147,0.897,-3.472,0.67026275,0.2278,0.2966,-0.1375,-0.3582,-0.1288,-0.336,-0.4998,-0.1701,-0.0535,0.2282,181,0,179,2,45.363,3234.5,4.719,66.445,95,false,,1.565,0.1706,-0.319,0.008,-0.28,0.015,0.071,21,14,1.335846,23,0.3347,106.0,22,8,4.252,0,183,482.9587,9.04684,53.3843,18.977592,0.020524,12,411.863,14.1208,29.1671,18.80166,0.037329,12,716.709,25.5231,28.0808,17.609539,0.038849,2.337,0,12,0,12,0,1.192122,-0.175932,1.368053,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,3.0E-6,0.99999,,,,,,,,,,,,,,,,,,,,,,,274.46138684223,-30.44222961797,14.482704,11.06015,0.2579,0.86595
1273,8501,,Sgr,274.47824999999995,-30.064972222222217,,,,,,2,-7,UG:,,,,,,,,,,,2004-48,,,2004-48,,,,A9999-99,,,,,,,,,m148.26330.809,,,,,,,,,,,Gaia DR3 4049529985562291840,274.47821202621,-30.06529092365,0.0,0.0,58.0,1636148068921376768,4049529985562291840,506284886,0.2717,0.223,-0.1988,0.2913,-0.6825,5.828,-3.657,0.277,-4.538,0.22103421,0.4058,-0.442,-0.1675,-0.2708,-0.385,-0.1443,-0.5013,-0.0591,0.2769,0.2355,179,0,179,0,-0.5123,168.39,0.0,0.0,95,false,,1.5504,0.0613,-0.167,-0.092,0.206,-0.015,-0.049,21,16,0.419552,21,0.1509,176.2,0,0,0.971,0,177,492.33347,1.31658,373.95,18.956718,0.004003,7,224.443,35.6095,6.30289,19.460777,0.172283,7,382.322,27.4395,13.9332,18.291822,0.078016,1.232,0,7,0,7,0,1.168955,0.504059,0.664896,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999991,,,,,,,,,,,,,,,,,,,,,,,274.47823080555,-30.06527075682,4.480514,3.653452,0.2514,1.153409
1269,8476,,Sgr,274.45191666666665,-29.87055555555555,,,,,,3,-7,UG,,,,,17.9,V,,19.7,,V,2004-48,,,2004-48,,,,A9999-99,,,,,,,,,m148.26333.1860,,,,,,,,,,,Gaia DR3 4049541255505850880,274.45171381417,-29.87043575523,0.0,0.0,66.0,1636148068921376768,4049541255505850880,782154032,0.1484,0.1238,0.1525,0.1605,0.9502,4.762,0.329,0.171,-4.75,0.12884882,0.2069,-0.1525,-0.1289,-0.1786,-0.2707,-0.1571,-0.4422,-0.0619,0.1727,0.2218,220,0,220,0,-0.4265,211.55,0.0,0.0,95,false,,1.5104,0.0394,0.058,0.141,0.024,-0.119,-0.259,25,15,0.247972,25,0.0799,174.3,0,0,0.978,0,216,841.19465,3.06623,274.342,18.375126,0.004822,24,571.935,21.685,26.3747,18.445177,0.04126,24,1029.39,27.8024,37.0253,17.216444,0.029567,1.904,0,24,0,24,0,1.228733,0.070051,1.158682,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,274.45171212984,-29.87041464244,2.761088,2.119252,0.233,0.766169
1161,7650,*,V1502 Sgr,271.09524999999996,-30.11308333333333,,,,,,,,non-CV,,,,,,,,,,,,,,T00000,*,,,,,,,,,,,,,,,,,,,,,,,Gaia DR3 4050185771197740800,271.09548581706,-30.11337954803,0.002,0.0,120.0,1636148068921376768,4050185771197740800,1649631762,1.372,0.8422,,,,,,,,,-0.872,,,,,,,,,,98,0,97,1,4.7126,170.86,0.596,2.8175,3,false,,,,,,,,,11,5,2.636784,17,0.04811,100.2,0,46,,0,101,1623.1597,4.73537,342.773,17.661463,0.004198,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,271.09548581706,-30.11337954803,1.371988,0.842174,-0.872,1.294775
1162,8498,,Sgr,271.143625,-30.086555555555552,,,,,,1,-4,UG:,,,,,,,,,,,2004-48,,,2004-48,,,,A9999-99,,,,,,,,,m119.20610.3305,,,,,,,,,,,Gaia DR3 4050188867820572800,271.14384532497,-30.08668224309,0.001,0.0,62.0,1636148068921376768,4050188867820572800,1282650956,0.6214,0.4834,1.0672,0.6999,1.5247,10.106,-9.363,0.754,-3.803,0.41721013,0.384,-0.2121,0.1578,-0.1054,-0.4903,0.0431,-0.53,0.2276,0.2437,0.0331,122,0,122,0,4.2154,202.67,1.888,4.5443,95,false,,1.3661,0.1165,-0.267,-0.074,-0.032,-0.335,-0.016,14,11,1.056365,15,0.3674,179.6,23,14,1.286,0,96,337.66352,3.54432,95.269,19.366156,0.011725,3,205.69,9.65487,21.3043,19.555508,0.05104,0,,,,,,,0,3,,,1,,0.189352,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.99999,,,,,,,,,,,,,,,,,,,,,,,271.14389341623,-30.0866653392,11.988716,6.94367,0.0356,0.824026
1153,7649,*,V1431 Sgr,270.87337499999995,-29.99858333333333,,,,,,1,-4,N:,,1945.6,,,17.2,p,<,19.2,,p,ICRS,,,1987-08,,,,1956-01,,*,,,,,,,,,,,,,,,,,,Gaia DR3 4050201340409811328,270.87308688045,-29.99862473331,0.0,0.0,67.0,1636148068921376768,4050201340409811328,976978011,0.0414,0.0328,0.0385,0.0445,0.8655,13.444,-5.402,0.05,-12.311,0.035104897,0.25,-0.0358,0.052,-0.0418,-0.2498,-0.0309,-0.3636,0.0043,0.2941,0.2454,201,0,201,0,3.7675,283.92,0.134,1.9628,31,false,1.355,,,,,,,,24,16,0.070649,26,0.05964,5.405,3,0,1.194,0,205,14618.17703,12.2458,1193.73,15.275134,0.002902,24,4547.18,72.1959,62.9839,16.194187,0.017463,24,16024.4,76.5726,209.271,14.235941,0.006419,1.407,0,23,0,22,0,1.958246,0.919053,1.039193,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999995,4886.0,4866.4,4946.5,2.6546,2.6266,2.7357,-0.0411,-0.0427,-0.0401,4981.652,4603.201,5128.085,2.2193,2.1995,2.2742,1.6405,1.6249,1.6849,0.8767,0.8678,0.9018,MARCS,270.87311460456,-29.99857001791,0.793642,0.57443,0.245,0.910561
1128,8474,,Sgr,270.21479166666666,-29.947777777777773,,,,,,1,-3,UGSU,,,,,18.0,V,,20.5,,V,2004-48,,,2004-48,,,,A9999-99,,,,,,,,,m118.19052.2032,,,,,,,,,,,Gaia DR3 4050238552024727040,270.21422378626,-29.94788474565,0.001,0.001,86.0,1636148068921376768,4050238552024727040,927857636,0.5678,0.5145,-2.888,0.8232,-3.5082,9.827,9.375,0.702,-2.946,0.5365142,0.015,-0.1021,0.1427,0.1547,-0.6022,0.2519,-0.579,-0.3604,0.5284,0.1229,163,0,162,1,10.0723,452.78,2.926,16.542,95,false,,1.2466,0.1236,0.105,-0.148,0.013,0.019,-0.049,19,11,1.027911,22,0.1018,4.629,25,13,1.619,0,165,459.28767,3.28179,139.951,19.032154,0.008233,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,270.21417570006,-29.94787165346,11.168333,8.891997,0.0971,1.812779
1145,8673,*,Sgr,270.608125,-29.661277777777773,0.01377,0.00447,0.0134,0.00452,2000.0,1,-4,CV:,,,,,19.8,V,,,,,2005-102,,2004-107,2005-102,,,,2005-102,,*,,,,,,,m119.19707.2379,,,,,,,,,,,Gaia DR3 4050270059923639296,270.60810923624,-29.66135828945,0.001,0.0,59.0,1636148068921376768,4050270059923639296,1350121054,0.7421,0.5846,1.3622,0.833,1.6352,4.353,-4.233,0.759,1.012,0.4966041,0.4483,-0.4128,-0.0571,-0.2341,-0.5028,-0.054,-0.5547,0.0706,0.2479,6.0E-4,147,0,147,0,6.6275,331.88,3.055,9.8401,95,false,,1.1218,0.1745,-0.253,-0.108,0.341,0.002,-0.092,17,9,1.058661,17,0.1824,67.24,35,0,1.417,0,144,294.64895,3.61467,81.5149,19.514105,0.013601,10,136.025,23.9698,5.67484,20.004498,0.191345,9,411.558,42.3839,9.71026,18.211817,0.111877,1.858,0,0,0,0,0,1.792681,0.490393,1.302288,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999995,,,,,,,,,,,,,,,,,,,,,,,270.6081308884,-29.66136278685,12.203675,8.284232,0.02,0.294007
1193,8472,,Sgr,271.9900416666666,-29.30405555555555,,,,,,2,-4,UG,,,,,17.8,V,,19.8,,V,2004-48,,,2004-48,,,,A9999-99,,,,,,,,,m115.22182.3452,,,,,,,,,,,Gaia DR3 4050331666892919552,271.99038916178,-29.30428285882,0.008,0.001,50.0,1636148068921376768,4050331666892919552,39944685,6.5051,5.4983,,,,,,,,,0.9782,,,,,,,,,,42,0,41,1,1.8244,52.939,2.345,2.0352,3,false,,,,,,,,,5,5,11.715364,6,0.705,132.2,16,0,,0,35,311.02166,4.44111,70.0324,19.45539,0.015746,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,271.99038916178,-29.30428285882,6.505075,5.498262,0.9782,1.363694
1166,8496,,Sgr,271.28574999999995,-29.281111111111105,,,,,,2,-4,UG:,,,,,,,,,,,2004-48,,,2004-48,,,,A9999-99,,,,,,,,,m114.20882.3609,,,,,,,,,,,Gaia DR3 4050367469756408704,271.28560461315,-29.28127200623,0.001,0.0,52.0,1636148068921376768,4050367469756408704,52337451,0.5521,0.4924,-2.3557,0.6535,-3.6049,5.393,2.303,0.627,-4.877,0.4421372,0.4383,-0.3506,0.1171,-0.3465,-0.6256,-0.0399,-0.4241,-0.1429,0.3082,-0.0701,180,0,175,5,18.3379,815.97,3.102,31.25,95,false,,1.6846,0.1113,-0.193,0.001,0.012,-0.014,0.022,21,13,0.885938,27,0.08946,114.3,10,25,2.146,0,201,544.27742,4.50596,120.791,18.847816,0.009401,3,416.206,52.9384,7.86209,18.790272,0.138126,3,603.79,140.284,4.30405,17.795681,0.252287,1.874,0,0,0,0,0,0.994591,-0.057545,1.052135,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.0E-6,2.1E-5,0.999963,,,,,,,,,,,,,,,,,,,,,,,271.28559287787,-29.28125033215,9.989289,7.29666,-0.0454,0.737501
1169,8212,,Sgr,271.3931666666666,-29.201277777777772,,,,,,2,-4,UGSU:,,,,,17.8,I,,19.8,,I,2003-09,,,2003-09,,,,2003-09,,,,,,,,,Bul_sc33_703,,,,,,,,,,,Gaia DR3 4050391448740482688,271.3927586678,-29.20116057332,0.006,0.001,49.0,1636148068921376768,4050391448740482688,1537904794,4.2749,3.676,,,,,,,,,0.9742,,,,,,,,,,78,0,78,0,8.2318,223.07,2.755,9.0912,3,false,,,,,,,,,9,7,8.215909,12,0.4065,71.36,14,25,,1,80,375.36298,4.56233,82.2744,19.251238,0.013481,0,,,,,,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,271.3927586678,-29.20116057332,4.274947,3.675951,0.9742,1.349772
1228,7702,*,V4327 Sgr,273.2075833333333,-29.48469444444444,,,,,,2,-5,NA,,1993.53,,,7.7,v,,,,,1993-11,,,1993-11,,,,A9999-99,,*,1993-11,X,:,,,,,U,,,,,,,,,,Gaia DR3 4050463707126738560,273.20705335505,-29.48456286608,0.0,0.0,75.0,1636148068921376768,4050463707126738560,78671258,0.2738,0.2617,0.6307,0.3744,1.6848,7.369,-4.597,0.282,-5.759,0.23501596,0.027,-0.2899,-0.1896,-0.0083,-0.6105,0.1588,-0.637,-0.1612,0.4789,-0.0751,183,0,183,0,0.9373,210.37,0.334,0.32608,95,false,,1.3111,0.0606,-0.089,0.058,-0.199,-0.045,-0.266,21,13,0.436542,21,0.1419,1.657,0,0,1.048,0,180,558.29768,1.70715,327.036,18.820202,0.004314,4,248.017,26.8399,9.24059,19.352339,0.11753,4,601.892,69.0276,8.71957,17.7991,0.124574,1.522,0,0,0,0,0,1.553238,0.532137,1.021101,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999999,,,,,,,,,,,,,,,,,,,,,,,273.20707682521,-29.48453727049,4.575002,3.932145,-0.0807,1.727051
1184,7976,*,Sgr,271.8909583333333,-29.010499999999997,,,,,,2,-4,CV:,,1993.52,,,20.8,V,,,,,1998-51,,,1998-51,*,,,1998-51,,*,,,,,,,OGLE MM3 I 58214,,,,,,,,,,,Gaia DR3 4050728934180824064,271.89140207962,-29.01028711201,0.0,0.0,59.0,1636148068921376768,4050728934180824064,241649700,0.3755,0.2973,-0.0513,0.3443,-0.1489,7.037,-0.841,0.444,-6.986,0.28994837,0.4434,0.1928,0.0083,-0.301,0.0803,-0.4226,-0.521,-0.2198,-0.0834,0.5729,142,0,142,0,2.0973,180.15,0.72,1.0629,95,false,,1.4294,0.0728,0.018,0.059,0.127,-0.125,-0.214,16,10,0.690068,16,0.05188,177.0,3,0,1.127,0,140,441.81516,1.77601,248.768,19.074265,0.005161,3,140.647,18.5799,7.56985,19.968214,0.143456,3,246.249,21.5458,11.4291,18.76946,0.095073,0.876,0,0,0,0,1,1.198753,0.89395,0.304804,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,271.89140635154,-29.01025606117,7.110768,4.800805,0.5961,1.593462
