idPNMain,PNG,Name,PNstat,RAJ2000,DECJ2000,DRAJ2000,DDECJ2000,Glon,Glat,Catalogue,PAdiam,EPA,mainClass,subClass,objID,RAJ2000_x,DEJ2000,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist
33332,003.7-02.9,PNG003.71-02.9,P,18:05:27.287,-27:11:33.937,271.3637,-27.19276,3.71163,-2.90105,ziggy,,,E,a;,75362713631478854,271.36314259,-27.1929198,0.012,0.011,0.0,168091648,20,56024.86716435,7,60,19.5585,0.0152,19.8168,0.0261,115000,18.3747,0.0144,18.3901,0.0337,33080,17.8907,0.0242,17.9211,0.0672,114992,17.4646,0.0047,17.4147,0.0164,16892216,17.3397,0.0179,17.5993,0.0236,115000,1.875303
33333,003.5-02.4c,IC4673a,P,18:03:12.223,-27:05:17.442,270.80093,-27.08818,3.5577,-2.4131,ziggy,,,E,,75492708005854205,270.80056202,-27.08840048,0.057,0.044,90.0,444915712,53,56001.09327546,2,14,,,,,16416,,,,,16416,18.8775,0.0168,17.8297,0.0134,16793904,18.1448,0.0273,17.8452,0.0407,16892216,17.5357,0.0178,16.3835,0.0288,16892216,1.421626
33344,000.5-03.9,PNG000.57-03.96,P,18:02:41.909,-30:26:24.634,270.67462,-30.44018,0.57739,-3.9603,ziggy,,,B,,71472706741812227,270.67412618,-30.44007121,0.043,0.043,90.0,302063616,36,56833.68667824,0,9,20.4572,0.3291,18.7797,0.1136,1040,,,,,0,,,,,0,,,,,0,,,,,0,1.581951
33354,001.1-04.1a,PNG001.14-04.14,P,18:04:43.439,-30:02:15.995,271.181,-30.03778,1.14348,-4.14589,ziggy,,,,,71952711811294770,271.18115904,-30.03791897,0.039,0.014,90.0,168091648,20,56432.25454861,1,8,,,,,32800,,,,,32,19.2434,0.0318,,,272,19.0229,0.0459,17.2936,0.0602,304,,,,,32,0.704244
33355,359.8-03.1,PNG359.89-03.19,P,17:58:02.20,-30:39:15.7,269.50917,-30.65436,359.89432,-3.19314,ziggy,,,,,71212695088024694,269.50883167,-30.6546843,0.03,0.03,90.0,302063616,36,55816.26030093,0,4,21.9155,0.1998,,,272,,,,,0,,,,,0,18.7143,0.0316,,,280,18.3547,0.0564,,,16,1.568712
33416,006.4-01.9,Mul 17,L,18:07:32.10,-24:20:17.91,271.88375,-24.33831,6.43584,-1.92167,FrenchAmateurs,,,S,,78792718837334337,271.88373253,-24.33833729,0.013,0.006,0.0,512024576,61,55881.57607639,5,59,21.5223,0.0598,21.7661,0.012,115000,18.3404,0.0112,18.2082,0.0387,16892216,17.6974,0.0045,17.6323,0.004,16892216,16.8012,0.0085,16.7307,0.0249,16892216,16.2366,0.0035,16.1656,0.0062,16892216,0.113734
33427,134.3+02.5,StDr 61,P,"02:35:23.84 ",+63:03:02.35,38.84933,63.05065,134.39817,2.51679,FrenchAmateurs,,,E,a;,183660388493201512,38.84931015,63.05061547,0.004,0.004,90.0,503635968,60,56070.73508102,5,68,15.4406,0.009,15.4753,0.0049,115000,15.7835,0.0057,15.8398,0.0024,115000,16.0834,0.0029,16.1591,0.0026,115000,16.3446,0.0026,16.4173,0.0043,115000,16.5058,0.0051,16.6225,0.0169,115000,0.128457
33460,152.0-09.5,StDr 138,L,03:37:55.76,+43:44:15.71,54.48233,43.7377,152.05031,-9.52258,FrenchAmateurs,,,E,a;m;s;,160480544823165878,54.48237817,43.73770206,0.01,0.008,0.0,436527104,52,56312.14041667,5,66,17.9085,0.0036,17.9813,0.0109,115000,18.104,0.0054,18.224,0.0058,115000,18.3344,0.0076,18.4366,0.0131,115000,18.5446,0.0113,18.6553,0.013,115000,18.6453,0.024,18.7386,0.0365,115000,0.125512
33461,082.3+07.2,StDr 139,T,20:10:09.92,+46:43:18.98,302.54133,46.72194,82.33641,7.26652,FrenchAmateurs,,,E,a;r;,164063025413406932,302.54130592,46.72189797,0.013,0.009,0.0,436527104,52,55978.77450231,5,43,18.9136,0.006,19.0509,0.023,115000,19.1555,0.2484,19.2204,0.2577,115000,19.2462,0.0252,19.4162,0.0435,115000,19.4197,0.0329,19.7422,0.1015,115000,19.7482,0.119,19.8712,0.0923,115000,0.16256
33462,056.8-06.5,StDrBl 1,L,20:01:25.43,+17:51:24.60,300.35596,17.85683,56.8907,-6.59553,FrenchAmateurs,,,E,a;r;s;,129423003560168628,300.35599915,17.85672541,0.008,0.007,0.0,436527104,52,56155.02053241,5,43,19.2095,0.0143,19.2966,0.0078,115000,19.4328,0.0094,19.5272,0.0191,115000,19.6732,0.0132,19.7259,0.0295,115000,19.9265,0.0686,19.8988,0.1135,115000,19.8288,0.103,19.7163,7.0E-4,115000,0.399708
33480,203.8+18.5,StDr 140,L,07:43:20.32,+16:07:52.90,115.83467,16.13136,203.89248,18.58137,FrenchAmateurs,,,R,a;,127351158346758107,115.83464741,16.13134003,0.023,0.006,90.0,436527104,52,55817.0425,5,61,16.9891,0.0029,17.0243,0.0032,115000,17.4522,0.0034,17.5134,0.0073,115000,17.848,0.0089,17.931,0.0095,115000,18.1429,0.0051,18.2659,0.0082,115000,18.382,0.0605,18.4423,0.0099,115000,0.106167
33483,115.9-13.5,StDr 141,T,00:10:21.67,+48:47:11.91,2.59029,48.78664,115.993,-13.5309,FrenchAmateurs,,,B,p;,166540025902434594,2.59021738,48.78657155,0.014,0.005,90.0,503636160,60,56029.92664352,5,66,17.1637,0.0134,17.2186,0.0097,115000,17.0293,0.0093,17.0644,0.01,115000,16.9926,0.0048,17.0778,0.0172,115000,17.0299,0.0103,17.1444,0.0059,115000,16.9757,0.0078,17.0922,0.0177,115000,0.300653
33503,022.7-05.4,MPA J1852-1128,L,18:52:22.51,-11:28:28,283.09379,-11.47444,22.79492,-5.40966,ziggy,,,S,,94232830938971039,283.09386403,-11.47447115,0.047,0.018,90.0,503635968,60,56032.73141204,5,62,18.7925,0.0109,18.9783,0.0077,115000,17.781,0.0081,17.8985,0.0411,115000,17.9145,0.0107,18.0116,0.0061,115000,17.4787,0.0236,17.6099,0.035,115000,17.5142,0.0208,17.7373,0.0337,115000,0.284238
8,000.0+02.0,K 6-4,T,17:37:42.9,-27:49:09.55,264.42886,-27.81932,0.03035,2.0662,2001A&A...378..843K,,,S,,74612644289376930,264.42892163,-27.81946756,0.006,0.004,0.0,444915712,53,55861.92636574,5,52,21.5634,0.0774,21.5898,0.0546,115000,17.6213,0.019,17.5638,0.0096,16892216,18.2459,0.0029,17.8776,0.0147,16892216,17.1122,0.0121,16.7334,0.0129,16892208,15.708,0.004,15.5392,0.0273,16892216,0.566299
9,000.1-01.9,JaSt 93,T,17:53:23.78,-29:49:45.5,268.34908,-29.82931,0.10451,-1.91213,2001A&A...378..843K,,,E,s;,72202683486265139,268.34863023,-29.82933667,0.021,0.021,90.0,310534144,37,55669.71898148,0,4,,,,,0,19.776,0.0309,18.0149,0.0229,16778256,19.8445,0.0398,,,16777488,19.3808,0.0559,,,280,,,,,0,1.407927
11,000.1-01.1,M 3-43,T,17:50:24.3,-29:25:18.70,267.60123,-29.42186,0.12383,-1.14515,1992secg.book.....A,,,E,,72692676013643958,267.60136628,-29.42197756,0.008,0.007,0.0,512024576,61,55933.95640046,4,40,19.2107,0.0156,18.8967,0.0138,16892216,16.7778,0.2405,16.075,0.0032,16892216,17.4362,0.2731,16.6641,0.0,16892208,16.1979,0.1177,15.4718,0.0569,16892208,14.7712,0.0029,13.8668,0.0056,16777496,0.601436
12,000.1+02.6,Al 2-J,T,17:35:35.4,-27:24:04.97,263.89753,-27.40138,0.13036,2.68778,1992secg.book.....A,,,E,a;,75112638976788546,263.89767383,-27.40148643,0.027,0.005,0.0,444915712,53,56129.19886574,4,67,19.5238,0.0326,17.9434,0.0252,16892216,18.1733,0.0142,17.5008,0.1083,16892216,17.2259,0.0037,17.0465,0.0086,16777488,16.5578,0.0045,16.2956,0.0454,16892216,16.0295,0.0096,15.2779,0.1034,16892216,0.598432
14,000.1+17.2,PC 12,T,16:43:53.8,-18:57:11.88,250.97409,-18.9533,0.16601,17.24877,1992secg.book.....A,,20.0,B,m;p;r;,85252509740886397,250.97408612,-18.95332942,0.011,0.002,90.0,512024576,61,56045.77790509,5,72,14.2562,0.007,14.1226,0.0033,16892216,13.7707,0.0052,13.4778,0.0093,16892216,14.5091,0.0074,14.3556,6.0E-4,16892216,14.5703,0.0076,14.3155,0.0081,16892216,14.0055,0.0362,13.77,0.0874,16892216,0.106733
15,000.0-01.0,JaSt 69,T,17:50:10.0,-29:19:05.38,267.54154,-29.31816,0.18622,-1.04734,2001A&A...378..843K,,,E,m;s;,72812675415988445,267.54157334,-29.31826675,0.012,0.006,90.0,444915712,53,56273.28792824,1,18,,,,,16416,20.3442,0.0077,19.4247,0.0266,16892216,19.1298,0.0157,18.8355,0.0342,16793904,17.8616,0.0263,17.725,0.0764,16793904,17.3288,0.0243,16.9929,0.0287,16777488,0.398294
16,000.1+04.3,H 1-16,T,17:29:23.4,-26:26:04.38,262.34732,-26.43455,0.19046,4.3735,1992secg.book.....A,,,E,r;,76272623473868661,262.34739771,-26.43470976,0.01,0.005,0.0,444915712,53,55861.40568287,6,66,16.1955,0.0301,15.8506,0.0041,16892216,15.914,0.0522,15.4857,5.0E-4,16892216,16.2474,0.0719,15.7305,7.0E-4,16892216,15.482,0.0181,15.0969,0.0075,16892216,14.1752,0.0223,13.785,0.0022,16892216,0.627323
17,000.1-02.3,Bl 3-10,T,17:55:20.5,-29:57:36.14,268.83557,-29.96004,0.20472,-2.34217,1992secg.book.....A,,,R,a;r;,72042688354698581,268.83544286,-29.95974564,0.094,0.054,90.0,310534144,37,56050.62891204,0,11,17.6734,0.0115,15.9946,0.0038,16777488,18.6604,0.013,16.8521,0.0067,16777488,19.1036,0.0264,18.0769,0.0274,16778264,18.7134,0.0542,18.0345,0.0564,16777496,17.1098,0.0248,15.8596,0.0168,16777488,1.13146
19,000.2-01.9,M 2-19,T,17:53:45.6,-29:43:46.34,268.44009,-29.72954,0.23061,-1.92971,1992secg.book.....A,,110.0,B,,72322684401524620,268.44020066,-29.72970092,0.008,0.008,90.0,444915712,53,56111.76605324,3,35,17.0626,0.0088,16.0384,0.0019,16892216,16.4091,0.0257,15.68,0.0,16892216,16.4156,7.0E-4,15.7621,0.0087,16892216,16.1277,0.0284,15.1429,0.0058,16777496,16.0199,0.0,,,16777488,0.674742
21,000.2+01.7,JaSt 19,T,17:39:39.29,-27:47:21.9,264.91371,-27.78942,0.28446,1.71932,2001A&A...378..843K,,,E,,74652649134353343,264.91341785,-27.78916566,0.009,0.006,90.0,444915712,53,55895.2987037,4,34,,,,,114720,19.0278,0.0226,18.0871,3.0E-4,16892216,18.0235,0.0164,17.4891,0.0154,16892216,17.1813,0.005,16.6705,0.028,16892216,16.581,0.0063,16.2957,0.0576,16777496,1.305407
23,000.3+12.2,IC 4634,T,17:01:33.6,-21:49:32.77,255.38988,-21.82577,0.36191,12.21475,1992secg.book.....A,,153.0,B,m;p;s;,81802553901899388,255.38990442,-21.82587749,0.011,0.011,90.0,310452224,37,55396.85969907,0,12,13.2484,0.1027,12.0242,0.001,16778264,13.5242,0.001,11.6056,0.001,16778264,13.8216,0.0967,12.5411,0.0161,16778264,12.9062,0.0011,12.4296,0.001,16777488,,,,,0,0.395476
25,000.3-02.8,M 3-47,T,17:57:43.4,-30:02:29.90,269.43069,-30.04164,0.39249,-2.8291,1992secg.book.....A,,,R,,71942694306399866,269.43067929,-30.04202995,0.013,0.013,90.0,310452224,37,55383.77827546,0,4,,,,,0,18.2925,0.0137,16.3213,0.0094,16777744,18.626,0.0016,18.2163,0.0237,16777496,,,,,0,,,,,0,1.404217
26,000.4-01.9,M 2-20,T,17:54:25.4,-29:36:08.78,268.60571,-29.60244,0.41313,-1.98961,1992secg.book.....A,,,B,,72472686056377357,268.60548038,-29.60227276,0.295,0.225,90.0,243589120,29,55928.01945602,7,51,15.5459,0.0058,15.1382,0.0064,16892216,15.1602,0.002,13.9552,0.0012,16875832,13.17,,,,114724,12.977,,,,32804,13.356,0.0101,12.5962,0.0098,16777496,0.937583
27,000.4-02.9,M 3-19,T,17:58:19.3,-30:00:39.31,269.58057,-30.01092,0.48389,-2.9263,1992secg.book.....A,,,R,,71982695808487292,269.58095057,-30.01086654,0.175,0.071,90.0,176316416,21,56276.76005787,4,17,17.2164,0.0371,16.2339,0.0105,16892208,17.1879,0.0164,15.9271,0.1201,16892216,,,,,16416,17.4479,0.0121,16.0604,0.0094,16777528,,,,,16416,1.201879
28,000.4+01.1,JaSt 36,T,17:42:25.1,-27:55:35.94,265.60461,-27.92665,0.49123,1.12837,2001A&A...378..843K,,,B,,74482656046488143,265.60458428,-27.92676955,0.026,0.007,90.0,176480256,21,55877.81342593,9,77,21.0363,0.0659,20.7146,0.0483,16892216,19.4083,0.0,18.686,0.02,16892216,19.1736,0.007,18.4614,0.0179,16892216,18.2473,0.0218,17.3768,0.0284,16892216,16.7795,0.0278,16.1263,0.0047,16810296,0.438086
29,000.5+01.9,JaSt 17,T,17:39:31.2,-27:27:46.76,264.88007,-27.46299,0.54524,1.91808,2001A&A...378..843K,,,E,,75042648800604939,264.87998406,-27.46281336,0.03,0.02,90.0,444915712,53,55949.83792824,4,36,20.7325,0.047,19.7626,0.0675,16892216,19.3166,0.0195,17.5753,0.0594,16892216,18.7076,0.0299,18.1155,0.0135,16777496,18.1226,0.0361,17.5427,0.0774,16892216,17.4185,0.0499,16.098,0.0622,16892216,0.692629
31,000.5-01.6,Al 2-Q,T,17:53:25.0,-29:17:08.74,268.35434,-29.28576,0.5756,-1.64056,1992secg.book.....A,,,R,,72852683541527675,268.35414156,-29.28557402,0.097,0.062,90.0,444915712,53,56143.83193287,3,20,19.6192,0.0,18.3803,0.0,16892208,18.8078,0.0298,17.4705,0.0472,16793912,19.6666,0.0114,,,16892216,19.0984,0.0519,18.527,0.0845,16892464,18.0429,0.0601,16.649,0.1231,16777496,0.914602
32,000.5-01.7,JaSt 96,T,17:53:57.6,-29:20:15.72,268.49,-29.3377,0.59073,-1.76887,2001A&A...378..843K,,,R,,72792684904315310,268.49046955,-29.33746768,0.051,0.028,0.0,512024576,61,55679.38373843,3,26,20.1116,0.0541,20.0144,0.0086,16793904,17.9324,0.0036,17.9014,0.0149,16892216,16.5919,0.0098,16.6231,0.0081,16892208,15.776,0.0102,15.6897,0.0489,16892208,15.392,0.0048,15.1586,0.0091,16777496,1.694385
33,000.6-02.3,H 2-32,L,17:56:24.3,-29:38:06.40,269.10132,-29.63511,0.60185,-2.37837,1992secg.book.....A,,,S,,72432691013698020,269.10134693,-29.63523674,0.043,0.008,0.0,914677760,109,55959.8184838,2,41,15.8859,0.0046,15.8858,0.0088,16892208,14.7485,0.0863,14.6888,0.0847,16892216,14.9714,0.0032,14.9082,0.0,16777496,14.7074,0.0286,14.6454,0.0079,16777496,14.6026,0.0133,14.6369,0.0152,16777488,0.46398
34,000.6-01.0,JaSt 77,T,17:51:11.5,-28:56:26.16,267.79794,-28.9406,0.62529,-1.04646,2001A&A...378..843K,,,S,,73272677979671521,267.79797477,-28.94061212,0.032,0.025,90.0,512024576,61,56130.92743056,4,60,16.9384,0.0038,16.9634,0.0041,115000,16.0386,0.0116,15.8388,0.0225,16892216,15.553,0.0199,15.2406,0.0034,16892216,14.9944,0.066,14.5859,0.024,16892208,14.152,0.014,13.867,0.0166,16793904,0.117911
35,000.6-01.3,Bl 3-15,T,17:52:36.05,-29:06:39.6,268.15021,-29.111,0.63571,-1.39832,1992secg.book.....A,,,B,p;,73062681503516999,268.15025621,-29.11103112,0.088,0.076,90.0,444674048,53,55970.18505787,1,9,,,,,16416,18.2513,0.0225,17.5369,0.0,16892216,18.19,0.013,17.9026,0.0409,16688,,,,,16416,16.7904,0.0102,16.2738,0.012,16778256,0.183509
37,000.7-02.7,M 2-21,T,17:58:09.6,-29:44:20.08,269.53986,-29.73891,0.70247,-2.76023,1992secg.book.....A,,,E,,72312695399803678,269.53998627,-29.73886693,0.013,0.011,90.0,243589120,29,55600.73783565,6,31,14.6362,0.0018,13.9029,0.0013,16843056,14.886,0.0019,14.2932,0.0015,16875832,15.7069,0.0123,15.1145,0.0172,16892216,15.9283,0.0013,15.0888,0.0746,16892216,14.7099,0.0582,14.1722,0.0201,16892208,0.424065
38,000.7-03.7,M 3-22,T,18:02:19.2,-30:14:25.37,270.58017,-30.24038,0.71193,-3.79136,1992secg.book.....A,,,S,,71712705799991885,270.58023669,-30.24048849,0.021,0.012,90.0,444915712,53,56619.56740741,3,23,16.9569,0.0452,15.3294,0.0095,16892208,,,,,16416,,,,,0,17.7489,0.0166,16.8536,0.0579,16892216,17.3584,0.0983,16.057,0.0125,16892208,0.442222
39,000.7+04.7,H 2-11,T,17:29:25.9,-25:49:06.64,262.35812,-25.81851,0.71256,4.70323,1992secg.book.....A,,,E,,77012623581467955,262.35817354,-25.81866792,0.014,0.003,90.0,444915712,53,55855.51047454,5,76,18.9269,0.0379,18.8491,0.0405,16892216,16.5193,0.0087,16.2475,0.0115,16892216,16.9658,0.0162,16.78,0.0035,16892216,15.8943,0.0625,15.6124,0.0011,16892216,14.2257,0.004,14.0788,0.008,16892216,0.594398
40,000.7+03.2,M 4-5,T,17:34:54.7,-26:35:56.90,263.72797,-26.59914,0.72555,3.24734,1992secg.book.....A,,,B,m;p;,76082637278431193,263.72790834,-26.59925053,0.088,0.016,90.0,444915712,53,56123.42310185,3,67,18.192,0.057,17.2941,0.0257,16892216,17.4647,0.1931,15.9879,0.0162,16892216,18.6406,0.0037,16.4421,0.0207,16777496,17.564,0.0754,15.9388,0.094,16793904,15.8971,0.1284,14.4643,0.0406,16892216,0.444664
41,000.7-00.8,JaSt 74,T,17:50:46.76,-28:44:35.2,267.69483,-28.74311,0.74882,-0.86785,2001A&A...378..843K,,,R,,73502676951168630,267.69508639,-28.74312415,0.021,0.017,0.0,444915712,53,55947.81452546,3,28,,,,,16416,,,,,16416,20.713,0.0291,19.9434,0.0181,16892208,18.9622,0.0344,18.5032,0.0101,16892216,17.6421,0.0691,16.9678,0.0638,16892216,0.810877
43,000.8+01.3,JaSt 38,T,17:42:32.4,-27:33:15.84,265.635,-27.5544,0.82195,1.30149,2001A&A...378..843K,,,E,,74932656346014885,265.6345839,-27.55453438,0.012,0.011,90.0,444915712,53,56069.528125,8,71,19.3011,0.009,19.37,0.0172,115000,18.0406,0.0074,17.8623,0.0142,16892216,17.4824,0.0038,17.232,0.0406,16892216,17.0954,0.0142,16.6769,0.125,16892216,16.8211,0.0094,16.5519,0.0625,16777496,1.413416
44,000.0-01.2,JaSt 71,T,17:50:23.2,-28:33:10.37,267.59651,-28.55288,0.86802,-0.6963,2001A&A...378..843K,,,R,,73732675967296790,267.59670496,-28.55297238,0.029,0.021,0.0,444915712,53,55796.21358796,2,35,,,,,16416,21.7758,0.1142,,,16696,21.1694,0.0906,16.941,0.0135,16793904,18.7072,0.0083,18.2066,0.0237,16892216,16.8594,0.0852,16.2298,0.0525,16892216,0.700475
45,000.8-01.5,Sa 3-90,T,17:53:49.7,-28:59:11.26,268.45715,-28.98646,0.87926,-1.56635,1992secg.book.....A,,,S,,73212684571706419,268.4572108,-28.98656852,0.004,0.004,0.0,503635968,60,56084.64314815,4,68,17.9496,0.0143,18.0107,0.0104,115000,15.8482,0.0108,15.3753,7.0E-4,16892216,15.8612,0.0019,15.7563,0.0147,16892208,15.3219,0.0704,15.2103,0.0349,16892216,15.2421,0.0013,15.1443,0.0052,16777496,0.435066
47,000.9+01.1,JaSt 44,T,17:43:23.36,-27:34:05.2,265.84733,-27.56811,0.90924,1.13414,2001A&A...378..843K,,,E,a;,74912658473828472,265.84735808,-27.56821879,0.029,0.029,90.0,310534144,37,55836.74309028,0,4,,,,,0,,,,,0,20.5306,0.0564,18.6006,0.0,16777488,19.7768,0.0491,18.2148,0.0344,16777496,,,,,0,0.401765
48,000.9-04.8,M 3-23,T,18:07:06.1,-30:34:16.97,271.7756,-30.57138,0.92415,-4.85332,1992secg.book.....A,,,R,,71312717756204731,271.77560366,-30.57140651,0.001,0.001,90.0,310452224,37,56573.04106481,0,3,,,,,0,,,,,0,18.0226,8.0E-4,15.0313,0.0034,16777488,18.0705,0.0131,14.8291,0.0052,16778256,,,,,0,0.096108
49,000.9-00.9,JaSt 78,T,17:51:24.7,-28:35:40.56,267.853,-28.5946,0.94743,-0.91118,2001A&A...378..843K,,,E,,73682678532966500,267.85333319,-28.59481694,0.012,0.007,90.0,436527104,52,55983.82292824,4,27,,,,,16416,,,,,114720,19.7691,0.0536,18.6609,0.0406,114992,18.3747,0.0286,18.5237,0.0805,115000,17.545,0.013,17.5742,0.0388,115000,1.311153
50,000.9-02.0,Bl 3-13,T,17:56:02.8,-29:11:16.22,269.01151,-29.18784,0.94972,-2.08623,1992secg.book.....A,,,E,a;,72972690116134707,269.0116036,-29.18795683,0.037,0.011,90.0,176480256,21,55947.59318287,6,51,16.8685,0.0225,16.3611,0.0137,16892208,16.5323,0.0089,15.7155,0.0,16810296,16.9596,0.003,16.3676,0.0261,16810296,16.7706,0.0078,15.8629,0.0015,16892216,15.9005,0.1194,15.3313,0.1604,16892216,0.513257
51,001.0+01.9,K 1-4,T,17:40:27.40,-27:01:02.0,265.11417,-27.01722,1.0338,1.97822,1992secg.book.....A,,155.0,B,m;s;,75572651143109569,265.11421285,-27.01723243,0.035,0.017,90.0,444915712,53,56074.88708333,2,40,20.2794,0.0544,20.0114,0.0874,16892216,19.7871,0.1127,19.1873,0.0,16892216,19.8439,0.0319,19.6313,0.0849,16777496,19.3872,0.1166,18.9446,0.1535,16793904,20.0333,0.1247,,,17456,0.144527
54,001.1-01.6,Sa 3-92,T,17:54:52.1,-28:48:55.33,268.71692,-28.81537,1.14193,-1.6761,1992secg.book.....A,,,S,,73422687166762018,268.71689272,-28.81535687,0.122,0.051,90.0,1384439808,165,56419.27599537,1,32,18.8626,0.018,18.3868,0.0201,16777496,17.1576,0.0252,15.7819,0.0045,16892216,18.5357,0.005,17.7434,0.0247,16777744,17.8931,0.0138,16.5939,0.0239,16777496,17.4298,0.0495,16.0602,0.049,16777488,0.098176
57,001.2+00.7,JaSt 56,P,17:45:46.9,-27:30:42.91,266.44559,-27.51192,1.23447,0.71129,2001A&A...378..843K,,,S,,74982664453336328,266.445335,-27.51165527,0.017,0.008,90.0,512024576,61,55787.11916667,6,38,26.909,,,,16420,23.017,,,,16420,20.7448,0.0049,20.6929,0.0808,16892216,18.8128,0.0222,18.6511,0.0402,16892216,17.5373,0.0339,17.1812,0.0267,16892216,1.253461
58,001.2+02.1,Hen 2-262,T,17:40:12.8,-26:44:21.37,265.05341,-26.73927,1.24094,2.17148,1992secg.book.....A,,21.0,E,,75912650535393039,265.05348846,-26.73938253,0.068,0.005,90.0,512024576,61,56141.71319444,5,71,17.677,0.0355,17.1081,0.0067,16892216,16.8712,0.0108,15.8565,0.0055,16892216,16.9404,0.0246,15.8852,0.0302,16892208,16.3868,0.0121,15.3146,0.0021,16892216,14.9765,0.0276,14.1488,0.0104,16892216,0.477224
59,001.2-01.2a,JaSt 95,T,17:53:35.3,-28:28:50.88,268.397,-28.4808,1.28863,-1.2647,2001A&A...378..843K,,,R,a;r;,73822683969973307,268.39701022,-28.48083679,0.031,0.021,0.0,176480256,21,55807.87762731,6,62,,,,,16416,18.4375,0.0656,16.5656,0.1176,16892216,17.4958,0.0163,16.6463,0.0415,16892216,16.6817,0.0038,16.1297,0.0397,16892216,16.237,0.0122,15.7381,0.059,16810296,0.136335
60,001.2-03.0,H 1-47,T,18:00:37.6,-29:21:50.22,270.15665,-29.36395,1.29498,-3.04006,1992secg.book.....A,,,E,,72762701567363417,270.15675711,-29.36409409,0.022,0.003,0.0,512024576,61,55930.04140046,3,37,16.2316,0.0074,16.0645,0.0022,16892216,14.4601,0.0,14.0972,0.0,16892216,15.0818,0.0141,14.8454,0.0054,16777488,14.9054,0.0023,14.5677,0.0116,16777496,14.5156,0.0037,14.3248,0.0055,16892208,0.618068
61,001.3-05.6,SB 5,L,18:11:15.41,-30:37:50.0,272.81421,-30.63056,1.30066,-5.66701,2001A&A...378..843K,15,,E,a;r;,71242728142423617,272.81422117,-30.63055607,0.054,0.008,0.0,436527104,52,55872.60293981,4,16,15.6291,0.0028,15.6609,0.0029,114992,15.6224,0.0029,15.6145,0.0034,114992,15.7494,0.0027,15.7807,3.0E-4,280,15.9696,0.0748,16.0615,0.0131,114992,15.9005,0.0122,16.0499,0.0233,115000,0.037382
62,001.3-01.2,Bl M,T,17:53:47.2,-28:27:18.0,268.44667,-28.455,1.33301,-1.28926,1992secg.book.....A,,,E,m;,73852684465884196,268.44654526,-28.45503228,0.023,0.013,0.0,444915712,53,55852.5515625,4,83,19.5482,0.01,19.5094,0.0291,115000,17.3971,0.001,,,16892216,17.0217,0.0271,16.4681,0.007,16892208,16.423,0.0125,15.6086,0.0064,16777496,15.5563,0.0309,14.4792,0.0214,16892216,0.41156
63,001.3-01.0,JaSt 89,T,17:53:06.6,-28:18:11.16,268.27747,-28.3031,1.38843,-1.08392,2001A&A...378..843K,,,S,,74032682777906611,268.27775259,-28.30310662,0.012,0.009,0.0,436527104,52,56107.26126157,4,74,18.4828,0.0086,18.5606,0.01,115000,17.5928,0.0019,17.545,0.0049,16892216,17.2431,0.005,17.3212,0.025,16892216,16.9728,0.0315,16.9933,0.0703,16892216,16.6172,0.0087,15.608,0.0,16793912,0.896022
64,001.4+05.3,H 1-15,T,17:28:37.6,-24:51:06.59,262.15674,-24.85183,1.42397,5.38544,1992secg.book.....A,,,B,,78172621567797925,262.15675873,-24.85201676,0.049,0.019,0.0,512024576,61,55909.06201389,6,61,16.0624,0.0156,15.6763,0.0078,16892216,15.2909,0.0274,14.7709,0.0086,16793912,15.4243,0.0126,15.1228,0.0031,16793912,15.2033,8.0E-4,14.7886,0.0062,16793912,14.7423,0.007,14.017,0.0081,16793912,0.675114
65,001.4-03.4,ShWi 2-1,T,18:02:26.4,-29:25:05.52,270.61,-29.4182,1.44252,-3.41057,1992secg.book.....A,,,E,a;s;,72692706102648433,270.61024404,-29.41821505,0.024,0.019,0.0,436527104,52,56163.59309028,0,24,20.2015,0.0048,19.4371,0.0242,16793912,19.6174,0.0238,19.2831,0.0491,16777496,19.1609,0.0157,19.1976,0.0309,16777488,19.1149,0.0208,18.9019,0.0596,16696,18.9383,0.066,,,16696,0.767178
66,001.5-00.7,K 6-17,T,17:52:08.73,-28:02:17.1,268.03638,-28.03808,1.5085,-0.76613,2001A&A...378..843K,,,R,a;,74352680364334455,268.03661085,-28.03841558,0.162,0.138,90.0,512024576,61,55765.2228125,5,62,21.6397,0.1855,21.074,0.2738,16892216,18.2177,0.1512,17.441,0.0055,16892216,17.6346,0.0118,17.2198,0.0188,16892216,16.5012,0.0802,15.6592,0.0344,16892216,15.3856,0.2624,14.2096,0.0329,16892216,1.41334
67,001.5+03.6,K 5-5,T,17:35:22.12,-25:42:47.04,263.84217,-25.71307,1.52885,3.63808,2001A&A...378..843K,,,S,,77142638421104595,263.84212036,-25.71305155,0.031,0.008,0.0,512024576,61,55901.9046412,10,84,18.9499,0.0377,18.8454,0.0274,16892216,17.7517,0.0344,17.5624,0.0065,16892216,17.8385,0.007,17.7497,0.009,16892216,17.1734,0.0061,16.9244,0.0091,16892216,15.9919,0.0317,15.8621,0.0313,16892216,0.17417
