source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,ra_parallax_corr,dec_pmdec_corr,ruwe,duplicated_source,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,phot_variable_flag,l,b,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,teff_gspphot_upper,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
4057633557926034816,267.125459818979,-28.150360787197624,1.0879708622358804,0.35990557,1.1618271089849526,0.53136426,-0.7735535464188765,0.12763672,-0.23028119,0.8977099,false,19.500113,,,,,,,,"NOT_AVAILABLE",1.000076686911156,-0.1337781390608789,0,false,false,false,false,false,false,false,,,,,,,,,"267.12499999999994 -28.149999999999995",267.12499999999994,-28.149999999999995,0.0,0.0,0.0,0.0,2000.0,5.427153422432757E-4
4057670047959302656,267.4125049676634,-27.766748429057102,0.25521569929199084,0.5605113,-1.1435327009468856,0.69798005,0.07189003951851922,0.041301027,-0.7440661,0.9762897,false,19.829512,21.221752,18.842556,0,2.3791962,1.3922405,0.98695564,,"NOT_AVAILABLE",1.4594790418635932,-0.15360103078316137,0,false,false,false,false,false,false,false,,,,,,,,,"267.4125 -27.766666666666666",267.4125,-27.766666666666666,0.0,0.0,0.0,0.0,2000.0,8.188046283227618E-5
4067385916820955392,268.22951801811814,-25.46637117915708,0.06027089877987782,0.27553245,1.5898004377609447,0.3909387,-0.6339415265518574,0.10014195,-0.8778235,0.9947207,false,18.586002,19.788204,16.810762,9,2.9774418,1.2022018,1.77524,,"NOT_AVAILABLE",3.8099881142224166,0.3944039801182293,0,false,false,false,false,false,false,false,,,,,,,,,"268.22916666666663 -25.46666666666666",268.22916666666663,-25.46666666666666,0.0,0.0,0.0,0.0,2000.0,4.335169506910064E-4
4067385916826850560,268.2288226522484,-25.466703399398593,,,,,,,,,false,20.82689,21.368237,19.217253,2,2.1509838,0.5413456,1.6096382,,"NOT_AVAILABLE",3.809382865728735,0.3947757286074655,0,false,false,false,false,false,false,false,,,,,,,,,"268.22916666666663 -25.46666666666666",268.22916666666663,-25.46666666666666,0.0,0.0,0.0,0.0,2000.0,3.1275302774545007E-4
4117915726102856704,262.67532458724867,-21.483629125945598,0.3256384592511369,0.21231426,-10.11436851294093,0.25180107,-0.5355291128032308,-0.17630593,-0.504811,1.0053611,false,18.665312,19.091946,17.240131,29,1.8518143,0.42663383,1.4251804,,"NOT_AVAILABLE",4.526202623255078,6.819831905644926,0,false,false,false,false,false,false,false,,,,,,,,,"262.67499999999995 -21.48333333333333",262.67499999999995,-21.48333333333333,0.0,0.0,0.0,0.0,2000.0,4.227516915271952E-4
4117030206952579584,266.8338787227556,-22.266789201919025,0.5304047333309418,0.0894701,-3.321433123397321,0.089414045,-3.3208441947847755,-0.13081451,-0.70293665,1.0869819,false,16.925041,17.742516,15.898817,39,1.8436985,0.81747437,1.0262241,,"NOT_AVAILABLE",5.905153018215038,3.129517649849563,0,true,false,false,false,false,true,true,9590.823,9736.596,4.3405,-0.5574,2017.0187,4.0964,3.371,1.8531,"266.8333333333333 -22.266666666666666",266.8333333333333,-22.266666666666666,0.0,0.0,0.0,0.0,2000.0,5.193812187485626E-4
4069314460246349696,269.3708548488194,-23.416998711161543,0.027652236349590076,0.3877777,-1.3403852535775742,0.39139873,-1.7651743522491234,-0.13603696,-0.4876589,0.915142,false,19.300251,,,,,,,,"NOT_AVAILABLE",6.103655771890022,0.5315237875077229,0,false,false,false,false,false,false,false,,,,,,,,,"269.3708333333333 -23.416666666666664",269.3708333333333,-23.416666666666664,0.0,0.0,0.0,0.0,2000.0,3.3263095081324773E-4
4117324390632551424,266.29214041326895,-21.366996668109955,0.18585583432587463,0.11719132,0.7499812945537345,0.1394254,-3.765299150331943,-0.035233654,-0.6972338,1.0062598,false,17.741322,19.033957,16.513742,35,2.520214,1.292635,1.2275791,,"NOT_AVAILABLE",6.416204917581233,4.025292425591233,0,false,false,false,false,false,true,true,4515.5415,4531.7627,4.1814,-1.0367,781.6826,3.6928,2.5763,1.4206,"266.29166666666663 -21.366666666666664",266.29166666666663,-21.366666666666664,0.0,0.0,0.0,0.0,2000.0,5.509489413251127E-4
4117324394939574144,266.29153211925586,-21.366986179424366,-0.3694342057577779,0.19723618,-3.6983837381163878,0.22743966,-3.78262245150197,-0.10593039,-0.69706774,1.0637813,false,18.57108,,,,,,,,"NOT_AVAILABLE",6.415919527792916,4.025782290442233,0,false,false,false,false,false,false,false,,,,,,,,,"266.29166666666663 -21.366666666666664",266.29166666666663,-21.366666666666664,0.0,0.0,0.0,0.0,2000.0,3.432031180305946E-4
4089333573534724992,276.0420077519035,-23.80003743950504,-2.731568007789277,0.7285338,1.88302558417657,0.76688814,-8.428972734267793,-0.10561072,-0.39453697,1.6922283,false,19.38284,19.642181,18.057388,15,1.5847931,0.2593422,1.3254509,,"NOT_AVAILABLE",8.711739654382248,-5.0110064336885936,0,false,false,false,false,false,false,false,,,,,,,,,"276.04166666666663 -23.8",276.04166666666663,-23.8,0.0,0.0,0.0,0.0,2000.0,3.1431693788373577E-4
