recno,Astrom,PNG,OName,GaiaEDR3,Group,RA_ICRS,DE_ICRS,Dang,Gmag,BP-RP,AV,(BP-RP)0,_RA_icrs,_DE_icrs,objID,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag_x,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist
340,,"PN G014.9+06.4 ",K2-5,4151221445057926784,B,268.6101,-12.8086,3.29,20.77,0.89,2.05,-0.18,268.6101,-12.8086,92632686101350067,268.61013334,-12.80862707,0.021,0.021,0.0,436527104,52,56034.26439815,8,25,,,,,16416,20.7171,0.0239,19.964,0.0433,16892216,20.4011,0.007,20.4203,0.0641,115000,20.1138,0.0786,20.2782,0.1238,115000,19.4989,0.1297,19.5261,0.21,115000,0.151322
341,,"PN G014.9-03.1 ",SaSt3-166,4096653198454533888,B,277.2969,-17.4537,0.14,17.41,1.12,2.07,0.07,277.2969,-17.4537,87052772969306030,277.29692652,-17.45364987,0.01,0.005,90.0,444915712,53,55923.46356481,5,60,17.8363,0.0144,17.4464,0.0124,16892216,16.7757,0.2958,15.0708,0.0224,16892216,17.0469,0.0097,16.4491,0.0044,16892216,16.9079,0.0081,16.1698,0.0137,16892216,16.6085,0.0352,15.5191,0.0447,16892216,0.199299
342,,"PN G015.1+02.8 ",MPAJ1807-1425,4146916238566202368,B,271.9132,-14.4249,0.49,19.89,1.48,3.36,-0.22,271.9132,-14.4249,90692719131870533,271.91318794,-14.42487434,0.012,0.009,0.0,444915712,53,55996.60892361,3,28,20.4122,0.055,19.9659,0.0518,16793904,19.5264,0.0268,18.9408,0.0328,16892216,19.2066,0.0251,18.7958,0.0172,16892216,18.7364,0.0075,18.1743,0.0171,16892216,18.1992,0.0277,17.6999,0.0832,16793912,0.101675
343,,"PN G015.3-11.0 ",Kn80,4084972983264857344,A,284.9675,-20.5802,0.71,19.0,-0.33,0.51,-0.61,284.9675,-20.5802,83302849675623982,284.9675028,-20.58020059,0.009,0.003,0.0,436527104,52,56018.92547454,5,75,18.9138,0.0138,18.9972,0.0188,115000,19.2296,0.0039,19.3222,0.0187,115000,19.5648,0.0138,19.766,0.0235,115000,19.7876,0.0285,19.9963,0.0776,115000,20.0046,0.1099,20.2124,0.2719,115000,0.009543
344,*,"PN G015.4+05.6 ",Pa44,4150564551275781120,B,269.5668,-12.7991,0.17,14.99,1.34,2.35,0.18,269.5668,-12.7991,92642695668431502,269.56681017,-12.79908073,0.004,0.001,90.0,503636160,60,56001.67024306,10,54,15.7621,0.0235,15.7112,0.0295,115000,15.0168,0.0161,14.9623,0.012,115000,14.618,0.0024,14.5978,0.0028,115000,14.4431,7.0E-4,14.4082,0.0031,115000,14.1938,0.012,14.2005,0.0122,115000,0.077771
345,*,"PN G015.4-04.5 ",M1-53,4093677434572665216,A,278.9515,-17.6024,0.36,15.43,0.32,1.45,-0.46,278.9515,-17.6024,86872789514487508,278.95146392,-17.60240065,0.021,0.007,90.0,444915712,53,55944.52868056,10,63,14.9906,0.0134,13.8241,0.0123,16892216,15.1026,0.0269,13.9752,0.0092,16892216,15.3279,0.0137,14.4558,0.0352,16892208,15.4156,0.0097,14.606,0.0589,16892216,15.2362,0.0065,13.884,0.0115,16892216,0.123842
346,,"PN G015.5+02.8 ",BMPJ1808-1406,4146962654265880064,A,272.1462,-14.1119,0.31,19.12,0.24,3.4,-1.36,272.1462,-14.1119,91062721462136047,272.14621842,-14.11193404,0.008,0.005,90.0,444915712,53,55899.46849537,4,49,19.1532,0.0067,19.2139,0.011,115000,19.1898,0.0154,19.2064,0.0225,16892216,19.343,0.0126,19.1978,0.019,16892216,19.4468,0.033,19.2687,0.0337,16892216,19.546,0.0444,19.0185,0.214,16696,0.137345
347,,"PN G015.5-00.0 ",PHRJ1818-1526,4098119397123945856,B,274.7454,-15.4396,4.45,20.75,2.05,29.03,-2.17,274.7454,-15.4396,89472747454262919,274.74543117,-15.43955977,0.013,0.013,90.0,436527104,52,56150.9050463,3,23,,,,,16416,,,,,16416,19.9943,0.002,19.2656,0.0341,16892216,19.1444,0.0094,19.3414,0.0539,115000,18.361,0.0285,18.6767,0.0322,115000,0.180734
348,,"PN G015.9+01.6 ",StDr31,4146520380019680256,A,273.4781,-14.2854,2.86,20.7,2.82,8.48,-0.95,273.4781,-14.2854,90852734780857870,273.47809554,-14.2854169,0.009,0.009,0.0,436527104,52,56054.31658565,4,36,,,,,16416,21.3983,0.0754,21.1448,0.1136,115000,19.9338,0.0246,20.1146,0.0347,115000,19.2369,0.0245,19.4903,0.0521,115000,18.8895,0.0328,19.2116,0.0156,115000,0.061437
349,,"PN G015.9+03.3 ",M1-39,4147559379838377344,B,271.878,-13.48,0.26,16.46,1.83,3.22,0.29,271.878,-13.48,91822718780024509,271.87795547,-13.47994837,0.023,0.013,90.0,512024576,61,55865.44986111,6,52,17.2801,0.0153,16.9034,0.0057,16892216,14.6505,0.038,13.7284,0.0136,16892216,15.2662,0.0096,14.6641,0.0055,16892216,14.6473,0.0231,13.7763,0.0092,16892216,13.509,0.0721,12.6533,0.0105,16892216,0.241328
350,,"PN G016.0+13.5 ",Abell42,4167707586821183360,A,262.8711,-8.3194,0.25,19.76,0.65,1.93,-0.38,262.8711,-8.3194,98012628710517041,262.87110789,-8.31944866,0.011,0.004,90.0,436527104,52,56067.31716435,5,52,20.0212,0.019,19.9126,0.0406,16892216,19.7886,0.0135,19.8653,0.0389,115000,19.6477,0.0139,19.8117,0.0176,115000,19.558,0.0247,19.5755,0.0971,115000,19.352,0.061,18.9801,0.0802,115000,0.178007
351,,"PN G016.0-07.6 ",SB21,4098431349179300224,A,282.0461,-18.4935,0.01,18.07,-0.01,0.57,-0.32,282.0461,-18.4935,85802820461238151,282.04610879,-18.49353822,0.065,0.035,0.0,444915712,53,55827.46878472,5,67,17.9472,0.0073,15.9402,0.0304,16892216,18.1886,0.0088,17.1903,0.033,16892216,18.4842,0.0143,18.4564,0.0351,16892216,18.5901,0.0167,18.6758,0.0445,16892216,18.6565,0.0615,18.4236,0.1623,16892216,0.141686
352,,"PN G016.1+07.7 ",PTB20,4163729038353275520,A,268.0626,-11.1769,0.06,19.58,0.86,2.89,-0.65,268.0626,-11.1769,94582680625968124,268.06256269,-11.17688195,0.006,0.006,0.0,512024576,61,55948.12015046,5,72,16.6739,0.0076,16.5852,0.001,16892216,16.5214,0.0057,16.4067,0.005,16892216,17.101,0.0101,17.045,0.0073,16892216,16.8023,0.0119,16.6841,0.0065,16892216,15.8848,0.0162,15.7836,0.0162,16892216,0.146776
353,,"PN G016.1-04.7 ",M1-56,4099723653388696320,A,279.4428,-17.0963,0.38,16.19,0.34,1.5,-0.47,279.4428,-17.0963,87482794428334818,279.44281226,-17.09631942,0.011,0.01,0.0,243589120,29,55950.97271991,6,81,13.8483,0.0085,13.6396,0.0028,16875832,14.2189,0.0228,13.8495,0.0336,16892216,14.957,0.0237,14.7076,0.0062,16892216,14.6945,0.005,14.4066,0.0114,16892216,13.7585,0.0129,13.4589,0.0108,16892216,0.081268
354,,"PN G016.3-02.3 ",PHRJ1828-1549,4103148941329438208,A,277.2324,-15.8216,0.57,18.78,0.94,2.23,-0.23,277.2324,-15.8216,89012772324124529,277.23240192,-15.82155068,0.009,0.004,0.0,436527104,52,56094.86896991,5,61,19.0818,0.0078,19.2266,0.0073,115000,18.7845,0.0055,18.8792,0.0231,115000,18.5419,0.0022,18.5424,0.001,115000,18.4245,0.0129,18.4023,0.0298,16892216,18.4508,0.0502,18.8109,0.0238,115000,0.177534
355,,"PN G016.4-00.9 ",PHRJ1824-1505,4098184714982081536,B,276.0086,-15.092,1.94,20.26,2.23,2.96,0.94,276.0086,-15.092,89882760086749962,276.00861095,-15.09200327,0.019,0.011,90.0,436527104,52,55890.82826389,5,23,21.8571,0.1729,,,115000,20.5771,0.0345,19.9603,0.0632,16892216,19.5996,0.0047,19.7421,0.052,115000,18.833,0.0346,18.9621,0.0671,115000,18.1517,0.1456,,,115248,0.039831
356,*,"PN G016.4-01.9 ",M1-46,4103910524954236928,B,276.9847,-15.5485,0.29,12.84,0.77,1.34,0.07,276.9847,-15.5485,89342769846252229,276.98466096,-15.54845485,0.044,0.028,0.0,579133440,69,55934.10756944,8,71,11.567,,,,98340,11.689,,,,65572,11.845,,,,98340,11.987,,,,114724,12.7607,0.1245,11.7036,0.0094,16892216,0.211717
357,,"PN G016.6+07.0 ",PTB21,4152060956537250048,B,268.9704,-11.0945,5.75,20.14,1.98,2.25,1.0,268.9704,-11.0945,94682689705027063,268.97040946,-11.09450076,0.008,0.007,0.0,436527104,52,56080.30929398,10,46,21.7425,0.0825,22.0417,0.1657,115000,20.4195,0.0215,20.6975,0.0497,115000,19.5806,0.0149,19.7668,0.0365,115000,19.0933,0.0107,19.3652,0.0473,115000,18.9293,0.0189,19.255,0.1788,115000,0.033685
359,,"PN G016.7-02.9 ",Pa107,4103116535737265280,B,278.0227,-15.7227,3.0,19.67,1.63,2.92,0.2,278.0227,-15.7227,89132780227343151,278.02269913,-15.72267975,0.01,0.006,0.0,503635968,60,56042.1865625,5,29,21.0264,0.1232,,,114992,19.5392,0.0092,19.6603,0.0399,115000,18.9458,0.0,18.9576,0.0,16892216,18.6282,0.0029,18.6823,0.0467,115000,18.3018,0.1421,19.399,0.1951,115000,0.07339
360,,"PN G016.7-07.3 ",SB22,4098926576110700160,B,282.1268,-17.7321,0.78,19.47,0.45,0.85,0.0,282.1268,-17.7321,86722821268321869,282.12679843,-17.73208982,0.026,0.02,0.0,444915712,53,56173.04949074,4,30,19.0628,0.0284,17.8613,0.0081,16892216,19.0814,0.0044,17.9799,0.0197,16892216,19.2333,0.0213,18.3957,0.0084,16892216,19.2887,0.0649,18.4256,0.0768,16892216,,,,,16416,0.035379
361,,"PN G016.8+07.0 ",PHRJ1756-1057,4152110709452698240,A,269.0895,-10.9602,1.26,20.88,0.91,2.25,-0.27,269.0895,-10.9602,94842690894518199,269.08944449,-10.96014691,0.014,0.013,0.0,436527104,52,56025.75168981,4,37,,,,,16416,20.9053,0.0553,20.5527,0.0359,16892216,20.3839,0.0418,20.3495,0.0557,115000,20.0367,0.0395,20.2877,0.0478,115000,19.5852,0.0285,19.8109,0.0901,114992,0.274676
362,,"PN G016.8-01.7 ",BMPJ1827-1504,4103988212315867008,B,276.9615,-15.0734,0.31,19.14,2.4,1.69,1.7,276.9615,-15.0734,89912769614592133,276.9614925,-15.07340605,0.06,0.019,90.0,512024576,61,55922.80809028,5,55,20.839,0.0144,20.621,0.0388,115000,17.7262,0.0145,16.898,0.0021,16892216,17.8787,0.0097,17.1133,0.0193,16892216,17.1338,0.0116,16.0749,0.0079,16892216,15.6955,0.0344,15.3311,0.0229,16892216,0.035047
363,,"PN G016.9-02.0 ",Sa3-134,4103960690161695232,A,277.3326,-15.1278,0.18,18.07,1.15,6.1,-1.42,277.3326,-15.1278,89842773325777050,277.33255567,-15.12776902,0.005,0.004,0.0,512024576,61,56088.52037037,5,65,16.6453,0.0057,16.6055,0.0046,16892216,16.1653,0.0206,16.0008,0.0137,16892216,16.8322,0.0034,16.7898,0.01,16892208,16.1778,0.0111,16.1124,0.0122,16892216,15.0943,0.0438,15.0749,0.0303,16892216,0.190164
364,*,"PN G016.9-09.7 ",PTB44,4086522779285431680,B,284.4167,-18.6046,0.09,16.32,0.98,0.51,0.74,284.4167,-18.6046,85672844167174810,284.41671236,-18.60463159,0.007,0.004,0.0,503635968,60,56085.20021991,5,74,16.8203,0.0023,16.8486,0.0021,115000,16.3656,9.0E-4,16.3769,0.0014,115000,16.1231,0.0032,16.1515,0.0049,115000,16.0295,0.007,16.0692,0.0111,115000,15.9453,0.0048,15.9506,0.0084,115000,0.118237
365,,"PN G017.2-01.7 ",MPAJ1828-1441,4104039335228566528,B,277.1274,-14.6896,0.38,18.83,1.79,2.09,0.85,277.1274,-14.6896,90372771273842935,277.12741959,-14.68955432,0.053,0.021,0.0,444915712,53,55980.87761574,5,75,19.6616,0.0247,19.1575,0.0257,16892216,18.5426,0.0226,17.9076,0.0099,16892216,17.9759,0.0231,17.5041,0.0207,16892216,17.7916,0.0072,17.1798,0.022,16892216,17.446,0.0103,16.9311,0.0503,16892216,0.178006
366,*,"PN G017.3-21.9 ",Abell65,6864617817991978624,B,296.6425,-23.137,0.13,15.48,0.24,0.25,0.11,296.6425,-23.137,80232966425276015,296.64253976,-23.13696108,0.002,0.001,0.0,503636160,60,55954.30939815,6,95,15.1896,0.0161,15.2023,0.015,16696,15.1101,0.0057,15.1331,0.0078,115000,15.2318,0.013,15.2696,0.019,16696,15.923,0.0597,16.1472,0.0139,16696,15.6062,0.079,15.7759,0.096,16696,0.18997
367,,"PN G017.5+01.0 ",MPAJ1819-1307,4152688193573412096,B,274.7595,-13.1178,0.63,20.86,3.14,9.68,-1.01,274.7595,-13.1178,92252747594069139,274.75947633,-13.11781288,0.013,0.012,0.0,444915712,53,55948.33954861,5,37,,,,,114720,20.9019,0.0711,19.6732,0.0251,16892216,20.0867,0.0179,19.5494,0.0484,16892216,19.2285,0.0022,18.5489,0.0459,16892216,18.3116,0.0616,17.3487,0.0022,16892216,0.09549
368,,"PN G017.5-09.2 ",SB24,4086888981052416768,A,284.3189,-17.847,0.09,18.5,0.03,0.74,-0.38,284.3189,-17.847,86582843188904028,284.31887485,-17.84694969,0.004,0.001,0.0,436527104,52,56154.66506944,5,82,18.4368,0.0072,18.1844,0.0242,16892216,18.6543,0.0058,18.5619,0.047,16892216,18.8703,0.0064,18.8752,0.0138,115000,19.0792,0.0169,19.0768,0.0489,115000,19.2258,0.0402,19.3098,0.0892,115000,0.200972
369,*,"PN G017.6-10.2 ",Abell51,4086643583803222400,A,285.2558,-18.2043,0.2,15.35,-0.1,0.51,-0.38,285.2558,-18.2043,86152852558225184,285.25582349,-18.20427324,0.004,0.003,0.0,503635968,60,56061.91605324,5,90,15.3108,0.0025,15.3129,0.0015,115000,15.5249,0.0017,15.5633,0.0048,115000,15.7577,0.0025,15.7916,0.0018,115000,15.9343,0.0034,16.0012,0.0039,115000,16.0741,0.0061,16.1518,0.0043,115000,0.125232
370,,"PN G017.9-04.8 ",M3-30,4100345805124045696,B,280.312,-15.5616,0.23,17.84,0.6,1.36,-0.12,280.312,-15.5616,89322803120636476,280.31204502,-15.56156907,0.02,0.003,0.0,444915712,53,55922.3687963,5,58,17.9295,0.0094,15.0081,0.001,16892216,17.9364,0.0279,17.4014,0.1839,16892216,17.7564,0.0421,17.3556,0.0441,16892216,17.8884,0.008,17.8387,0.0185,16892216,17.6481,0.0713,17.7799,0.0119,16892216,0.191209
371,,"PN G018.0+00.8 ",IRAS18179-1249,4152816355413325440,B,275.1848,-12.798,0.14,18.24,2.44,4.81,0.17,275.1848,-12.798,92642751848232817,275.18480747,-12.79798835,0.031,0.009,0.0,512024576,61,55944.36847222,10,73,20.6333,0.0249,20.7061,0.0567,115000,17.5016,0.042,16.7432,0.0069,16892216,17.3218,0.0114,16.9628,0.0084,16892216,16.4807,0.026,16.0393,0.0062,16892216,15.5236,0.0105,15.0767,0.0218,16892216,0.050492
372,,"PN G018.0+20.1 ",Na1,4366642333006411264,A,258.2162,-3.2667,0.41,16.59,0.09,1.36,-0.65,258.2162,-3.2667,104082582163030597,258.21625115,-3.26658512,0.036,0.019,90.0,377806848,45,55878.75260417,0,39,13.067,,,,4,15.579,0.0604,14.1326,0.0051,16777496,16.1395,0.1261,14.9159,0.005,16777496,16.134,0.0252,14.832,0.0027,16777496,15.8258,0.042,14.1847,0.0059,16777496,0.452685
373,,"PN G018.0-02.2 ",PHRJ1831-1415,4104160904382751616,B,277.9594,-14.2562,2.74,16.27,0.94,1.95,-0.08,277.9594,-14.2562,90892779594152954,277.95939827,-14.25619976,0.096,0.057,0.0,444915712,53,56092.40747685,5,77,16.0198,0.0031,15.8484,0.0057,16892216,15.8253,0.0034,15.6158,0.0023,16892216,15.4987,0.0222,15.2442,0.0455,16892216,15.5885,0.0041,15.4962,0.0027,16892216,15.4631,0.02,15.4688,0.0243,16892216,0.006043
374,,"PN G018.2+01.6 ",DeGaPe28,4153656760260335744,A,274.5832,-12.2468,0.67,20.85,1.74,6.43,-1.15,274.5832,-12.2468,93302745832044244,274.58319666,-12.24684915,0.019,0.011,90.0,436527104,52,55947.21748843,4,41,,,,,16416,20.5815,0.0354,19.279,0.0624,16892216,20.3605,0.047,20.3575,0.1655,115000,19.6586,0.028,20.1349,0.028,115000,19.3975,0.1139,,,115000,0.175812
375,,"PN G018.6-02.2 ",M3-54,4104555933892707456,A,278.2656,-13.7389,0.28,18.41,0.52,1.86,-0.48,278.2656,-13.7389,91512782657033632,278.26567365,-13.73893314,0.017,0.012,90.0,444915712,53,56046.24921296,5,64,17.1686,0.0028,15.7475,0.0086,16892216,17.3462,0.0078,15.9375,0.0358,16892216,17.7789,0.0213,16.5228,0.0157,16892216,17.6683,0.0183,16.2921,0.0169,16892216,16.9363,0.0629,15.4983,0.0297,16892216,0.283565
376,,"PN G018.9+03.6 ",M4-8,4157058752294046848,B,273.04,-10.7163,0.27,16.1,1.82,3.33,0.21,273.04,-10.7163,95142730400290918,273.04000842,-10.71625476,0.005,0.002,0.0,503635968,60,55912.57986111,10,72,17.2787,0.0088,17.3038,0.0084,115000,15.5769,0.0059,15.5228,0.0021,16892216,15.403,0.0036,15.3521,0.0022,115000,14.9829,0.0067,14.957,0.0109,115000,14.503,0.0383,14.4211,0.0114,115000,0.165603
377,,"PN G019.2-01.6 ",MPAJ1831-1256,4104867439280324864,A,277.9709,-12.9372,0.69,19.88,1.3,3.06,-0.27,277.9709,-12.9372,92472779708625690,277.97089048,-12.93723149,0.075,0.03,90.0,444915712,53,55970.08689815,5,43,19.5344,0.0279,17.3591,0.0092,16892216,18.9971,0.0339,16.6277,0.0044,16892216,19.0162,0.008,17.2327,0.0069,16892216,18.624,0.0196,16.5496,0.0044,16892216,17.6225,0.0502,15.3241,0.067,16892216,0.11959
