recno,uid,R,GCVS,RAJ2000,DEJ2000,pmRA,e_pmRA,pmDE,e_pmDE,Epoch,GLON,GLAT,VarType,Per,OutDate,Cl,l_Maxmag,Maxmag,n_Maxmag,l_Minmag,Minmag,u_Minmag,n_Minmag,ref(Coo),f_ref(Coo),ref(pm),ref(CV),f_ref(CV),ref(CV)2,f_ref(CV)2,ref(Cha),u_ref(Cha),n_ref(Cha),ref(Sp),n_ref(Sp),u_ref(Sp),f_ref(Sp),ref(Per),f_ref(Per),Names,IUE,HST,ARIEL5,HEAO1,HEAO2,EXOSAT,ROSAT,GINGA,ASCA,EUVE,objID,RAJ2000_x,DEJ2000_x,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch_x,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist
212,7049,*,Cet2,42.82379166666666,5.629916666666666,0.024,0.006,-0.022,0.002,2000.0,169,-46,CV,,,,,16.2,B,,17.6,,V,2003-115,,2003-115,1986-06,*,,,1986-06,,,1995-07,S,,,,,PG 0248+054,,,,,,,,,,,114750428238066205,42.82384898,5.62975448,0.005,0.004,90.0,503635968,60,56255.46180556,5,88,16.154,0.0054,16.2006,0.0027,115000,16.4214,0.0037,16.4897,0.0029,115000,16.6886,0.0024,16.7509,0.0026,115000,16.907,0.0034,16.9754,0.0068,115000,17.0453,0.0114,17.1228,0.0127,115000,0.618925
200,7048,*,Cet1,40.72270833333333,6.795999999999999,,,,,,165,-47,CV,,,,,16.4,B,,,,,ICRS,,,1986-06,*,,,1986-06,,,1999-09,S,,,,,PG 0240+066,,,,,,,,,,,116150407225285643,40.72256657,6.79598282,0.006,0.004,0.0,436527104,52,56276.79314815,10,75,16.431,0.005,16.4756,0.0018,115000,16.6687,0.0042,16.7452,0.0038,115000,16.9224,0.0037,16.9956,0.0048,115000,17.1337,0.0031,17.2077,0.0049,115000,17.2438,0.005,17.3105,0.0185,115000,0.510522
207,6887,,WX Ari,41.90091666666666,10.593805555555553,0.0084,0.0058,-0.0165,0.006,2000.0,164,-43,UX,0.139351,,,,15.3,V,,15.8,,V,2004-105,,2004-105,1995-41,,,,1982-06,,,1992-15,S,,,2000-105,,PG 0244+104,U,,,,,,R,,,,120710419009383023,41.90094686,10.59375308,0.007,0.004,90.0,503636096,60,56078.97165509,5,56,15.3997,0.0814,15.4192,0.0662,115000,15.0702,0.0446,15.1083,0.0402,115000,17.7443,0.121,17.8028,0.1535,115000,15.2034,0.0259,15.339,0.0261,115000,15.0817,0.0324,15.1425,0.0474,115000,0.217033
232,6885,*,SV Ari,51.26391666666666,19.831361111111107,,,,,,165,-30,N:,,1905.85,,,12.0,p,,22.1,,B,2000-28,,,1987-08,,,,2000-28,:,*,,,,,,,116.1905,,,,,,,,,,,131790512638988293,51.2639239,19.83142418,0.019,0.017,0.0,436527232,52,56055.4056713,5,50,21.0906,0.0464,21.041,0.0714,115000,21.2428,0.0816,21.1877,0.0944,115000,21.2638,0.078,21.2555,0.0851,115000,20.9637,0.1141,20.8665,0.2597,115000,19.8234,0.1225,19.9329,0.1928,115000,0.228366
247,7820,*,V701 Tau,56.00791666666666,21.952333333333332,,,,,,168,-26,UGSU,,,,,14.1,V,<,21.0,,V,1995-47,,,1995-47,,,,1995-47,,,,,,,,*,SVS 1972,,,,,,,,,,,134340560082282926,56.0082325,21.95196728,0.015,0.009,90.0,436527232,52,55692.13365741,5,51,21.3246,0.0326,21.3657,0.1547,115000,20.7269,0.0562,20.8535,0.0667,115000,20.7278,0.0989,20.8554,0.1448,115000,20.4801,0.0921,20.4469,0.0783,115000,19.797,0.103,,,115000,1.687803
246,8276,,V1209 Tau,55.807666666666655,24.08594444444444,,,,,,166,-24,NL,,,,,16.2,p,,17.3,,p,ICRS,,,T00000,,,,1999-98,,,,,,,,,NSV 15743,,,,,,,,,,,136900558077113722,55.80768972,24.0859504,0.004,0.002,90.0,503636192,60,56261.42296296,5,53,16.2882,0.0423,16.4807,0.0537,115000,16.2903,0.0212,16.3364,0.0339,115000,15.931,0.0125,15.9823,0.0104,115000,15.9157,0.0387,15.8917,0.0414,115000,15.7817,0.0343,15.9719,0.0097,115000,0.078741
251,7826,*,V1212 Tau,57.98737499999999,25.424388888888885,,,,,,167,-22,UGSU,,,,,15.3,p,,21.5,,p,ICRS,,,1999-43,,,,1999-43,,*,,,,,,,NSV 15820,,,,,,,,,,,138500579875129871,57.98746237,25.42441752,0.013,0.006,90.0,436527232,52,56021.88212963,5,28,21.9095,0.0418,22.0344,0.1224,115000,21.5053,0.0722,21.4307,0.1682,115000,21.4532,0.0525,21.1273,0.1533,115000,17.0168,0.0237,17.0905,0.025,115000,16.2572,0.0012,16.3567,0.0012,115000,0.302192
248,7818,,OV Tau,56.52612499999999,29.68744444444444,0.0076,0.0067,-0.0032,0.0066,2000.0,162,-19,NL,,,,,15.5,p,,16.5,,p,2004-105,,2004-105,1989-16,,,,1982-03,,,1994-07,S,,,,,S 10158,,,,,,,,,,,143620565261295465,56.52612804,29.68740423,0.004,0.002,90.0,503636096,60,56085.48597222,10,54,15.9747,0.1559,16.0393,0.1343,115000,14.8274,0.0584,14.8757,0.088,115000,14.3223,0.0077,14.4107,0.0043,115000,14.016,0.0043,14.0341,0.0022,115000,13.6256,0.0258,13.6588,0.027,115000,0.145084
170,6886,*,TT Ari,31.72120833333333,15.294944444444443,-0.0065,0.0014,-0.0295,0.0013,2000.0,149,-43,VY/DQ:,0.13755,,,,9.5,v,,14.5,,v,2000-110,*,2000-110,1995-32,/,1994-46,,1983-12,,*,1983-12,S,,,2002-132,,BD +14 341,U,H,,1,2,E,R,,A,X,126350317210194251,31.7211197,15.29485881,0.061,0.011,90.0,604299264,72,55375.1587037,4,46,11.345,,,,114788,11.39,,,,114788,11.503,,,,65636,11.623,,,,16484,11.675,,,,114788,0.435622
217,6888,*,XY Ari,44.03374999999999,19.442777777777774,,,,,,159,-34,DQ,0.252697,,,,13.5,j,,17.6,,j,1992-33,*,,1992-33,,,,,,,,,,,1996-56,,H 0253+193,,,,,2,,,,A,,131330440341291897,44.03413159,19.44278875,0.021,0.018,90.0,503636096,60,55908.91180556,3,27,27.697,,,,16420,23.753,,,,16420,21.2853,0.0721,21.2421,0.1665,115000,20.0597,0.0467,20.0275,0.0625,115000,18.9156,0.0447,19.0486,0.0511,115000,1.295989
171,8043,,Tri,32.37416666666666,28.541472222222218,-0.004,0.001,-0.022,0.004,2000.0,143,-31,AM,0.066855,,,,18.4,B,,,,,2003-115,,2003-115,2005-104,,,,2001-60,,,2001-60,S,,,2005-125,,1RXS J020928+283243,,,,,,,R,,,,142250323742360235,32.37423608,28.54133692,0.008,0.003,90.0,503636112,60,56171.51685185,10,43,19.4785,0.0042,19.5299,0.0666,115000,19.1282,0.2894,19.2506,0.248,115000,19.1745,0.0381,19.2599,0.0374,115000,17.6998,0.0316,17.8186,0.0407,115000,17.7672,0.3086,17.7757,0.1417,115000,0.534269
202,7948,*,Ari,41.24074999999999,27.519249999999996,0.022,0.005,-0.008,0.003,2000.0,152,-29,UGSU,,,,,12.0,p,<,16.0,,p,2003-115,,2003-115,2004-70,*,,,A9999-99,,*,,,,,,*,NSV 907,,,,,,,,,,,141020412407833683,41.24080486,27.51920365,0.005,0.004,0.0,503636096,60,55978.7171875,5,70,18.5985,0.0368,18.6114,0.032,115000,18.4118,0.048,18.5692,0.0686,115000,18.4367,0.0341,18.549,0.0306,115000,17.9176,0.0019,18.011,0.0701,115000,17.8252,0.0166,17.8979,0.0283,115000,0.241909
184,7833,*,RW Tri,36.40066666666666,28.09747222222222,0.0229,0.0026,-0.0206,0.0023,2000.0,147,-30,UX,0.231883,,,,12.6,V,,15.6,,V,2004-105,,2004-105,1995-41,,,,1983-12,,,1983-12,S,,,1991-35,,5.1938,U,H,,,,,R,,,,141710364007347448,36.40076128,28.09739701,0.004,0.004,90.0,503635968,60,56278.64953704,5,43,13.5429,0.0276,13.61,0.031,115000,13.251,,,,114724,13.036,,,,114724,12.928,,,,114724,13.0352,0.0431,13.0731,0.0414,115000,0.404467
203,7837,*,UW Tri,41.322041666666664,33.52397222222222,,,,,,149,-24,UGWZ,,1983.7,,,14.7,p,,22.6,,B,2000-28,,,2001-27,,,,2000-28,,*,,,,,,*,SVS 2558,,,,,,,,,,,148220413216449086,41.32178761,33.52381496,0.096,0.096,90.0,436285440,52,56020.24344907,3,3,,,,,114720,21.537,0.3338,19.883,0.0,115000,,,,,114720,,,,,16416,,,,,16416,0.949669
222,7546,*,Per,47.30658333333333,33.524111111111104,,,,,,,,non-CV,,,,,,,,,,,,,,2002-19,*,,,,,,,,,,,,FBS 0306+333,,,,,,,,,,,148220473060559435,47.30614977,33.52409504,0.094,0.061,90.0,906289152,108,56168.27841435,4,67,13.482,,,,114724,12.715,,,,16420,12.39,,,,114724,12.206,,,,114724,12.0937,0.0047,12.1116,0.0112,115000,1.302475
228,7543,*,Per,49.77816666666666,35.49330555555555,,,,,,154,-18,N::,,1853.0,,,9.5,v,,,,,C00003,*,,1987-08,,,,1987-08,:,*,,,,,,,BD +34 620;NSV 15667,,,,,,,,,,,150590497784642671,49.7784757,35.4933729,0.005,0.005,0.0,528801792,63,56339.20787037,10,77,19.4393,0.0336,18.0685,0.0145,16892216,18.4885,0.0231,16.9009,0.0152,16892216,17.7487,0.0353,16.3522,0.0101,16892216,17.3789,0.059,15.9857,0.0055,16892216,16.982,0.0137,15.7603,0.0239,16892216,0.937679
204,8542,,Per,41.50970833333333,34.919,,,,,,148,-22,UG,,,,,14.1,p,<,17.6,,p,2004-73,,,2004-73,,,,2004-73,,,,,,,,,Antipin V80,,,,,,,,,,,149900415098503293,41.50989921,34.91891017,0.01,0.005,0.0,503636096,60,56070.68900463,5,56,19.0096,0.0886,19.1587,0.1321,115000,18.4266,0.161,18.0946,0.2076,115000,17.8276,0.0826,17.8834,0.0862,115000,18.0238,0.0575,18.1359,0.0527,115000,18.1151,0.0682,18.2795,0.0782,115000,0.649651
206,7538,,V368 Per,41.88579166666666,34.97444444444444,-0.004,0.004,-0.004,0.0,2000.0,148,-22,UGZ:,,,,,15.2,p,<,17.5,,p,2003-115,,2003-115,1987-04,/,T00000,,1987-04,,,,,,,,,S 10510,,,,,,,,,,,149960418859319916,41.88594729,34.97438934,0.006,0.005,90.0,436527232,52,56182.00697917,5,71,20.3763,0.0941,20.4492,0.1185,115000,20.3701,0.0341,20.5005,0.0479,115000,20.2084,0.0292,20.2499,0.0515,115000,19.8318,0.0532,19.8932,0.0532,115000,19.4438,0.099,19.1532,0.1559,115000,0.500097
197,7533,*,PU Per,40.567249999999994,35.67983333333333,0.014,0.0,0.004,0.011,2000.0,147,-22,UGWZ,,,,,15.2,V,<,20.0,,V,2003-115,,2003-115,1995-31,,,,1995-31,,,1978-03,S,:,,,*,S 9727,,,,,,,,,,,150810405672806372,40.56728659,35.67976923,0.016,0.011,90.0,436527312,52,56173.69172454,5,53,20.4143,0.0533,20.5301,0.0445,115000,20.2903,0.104,20.3099,0.0807,115000,20.4673,0.0754,20.5137,0.0751,115000,20.5249,0.0574,20.4896,0.1607,115000,19.8801,0.0883,19.592,0.331,115000,0.25437
209,7535,*,PY Per,42.49999999999999,37.65611111111111,,,,,,147,-20,CV/UGZ,0.1548,,,,13.8,V,,19.8,,V,ICRS,,,1994-07,/,T00000,,1996-36,,*,1994-07,S,,,1996-72,,S 9160,,,,,,,,,,,153180425006207946,42.50064148,37.65610106,0.002,0.001,90.0,503636096,60,56212.06180556,10,66,16.1946,0.194,16.236,0.1686,115000,15.9623,0.1521,16.0219,0.1699,115000,16.1565,0.0723,16.2275,0.0748,115000,15.5393,0.027,15.6074,0.039,115000,15.4818,0.1278,15.5294,0.1165,115000,1.828634
218,7539,,V372 Per,44.16529166666666,37.13988888888888,0.012,0.002,-0.006,0.006,2000.0,149,-19,UG,,,,,15.4,B,<,19.0,,B,2003-115,,2003-115,1987-04,,,,1987-04,,,,,,,,,S 10153,,,,,,,,,,,152560441651988393,44.16524441,37.13979942,0.009,0.008,90.0,436527232,52,56216.85586806,5,67,21.166,0.0371,21.2856,0.1154,115000,21.1416,0.0363,21.1354,0.1394,115000,20.3249,0.0283,20.4772,0.0305,115000,19.7411,0.0367,19.8371,0.1339,115000,19.0258,0.096,19.1077,0.0794,115000,0.349475
309,6896,,V363 Aur,83.38941666666666,36.99236111111111,-0.0072,0.0072,4.0E-4,0.0072,2000.0,172,2,NL/UX,0.321242,,,,14.2,V,,15.0,,V,2004-105,,2004-105,1984-15,/,1995-41,,1973-02,,,1981-01,S,,,2004-97,,Lanning 10,U,,,,,,,,,,152390833894161439,83.389408,36.99234481,0.008,0.004,0.0,503635968,60,56039.0528125,5,69,14.7804,0.0559,14.8305,0.044,115000,14.1869,0.0283,14.2209,0.0233,115000,14.0721,0.0152,14.12,0.014,115000,13.9558,0.0038,13.9873,0.0031,115000,13.9715,0.0058,13.9676,0.005,115000,0.063756
299,8192,,Aur,81.127,42.747277777777775,,,,,,166,4,AM/DQ,0.109148,,,,,,,,,,ICRS,,,2002-111,,,,A9999-99,,,,,,,2004-103,,1RXS J052430+424449,,,,,,,R,,,,159290811269507408,81.12696057,42.74729231,0.007,0.004,90.0,503636096,60,56183.16616898,5,66,17.4969,0.0596,17.5725,0.0314,115000,17.2655,0.0617,17.3288,0.0569,115000,17.2515,0.0578,17.3167,0.0541,115000,17.4533,0.0389,17.5609,0.041,115000,16.9341,0.0531,17.2513,0.0832,115000,0.116632
276,6893,*,HV Aur,73.32008333333333,38.27463888888888,,,,,,166,-3,UGSU,,,,,15.0,p,<,19.0,,p,ICRS,,,1995-38,,,,1987-04,,,,,,,,*,S 8480,,,,,,,,,,,153930733202730153,73.32031916,38.27457045,0.022,0.004,90.0,503636096,60,56127.57805556,5,67,18.2093,0.195,18.3051,0.1017,115000,19.1557,0.087,19.3013,0.1257,115000,18.5716,0.0533,18.7354,0.0556,115000,18.9007,0.0676,18.8585,0.1204,115000,18.505,0.0301,18.7445,0.0413,115000,0.710571
275,7542,*,Per1,72.47554166666666,40.541999999999994,,,,,,,,non-CV,,,,,,,,,,,,,,2000-01,*,,,,,,,,,,,,NSV 1725,,,,,,,,,,,156650724757100876,72.47572708,40.54185339,0.01,0.005,90.0,503635968,60,55850.76608796,5,67,13.175,,,,114724,13.116,,,,114724,13.13,,,,114724,13.1662,0.0018,13.2121,0.0025,16892216,13.1086,0.0039,13.1365,0.0055,115000,0.732028
320,6897,*,V405 Aur,89.49695833333332,53.8958611111111,-0.008,0.006,-0.008,0.001,2000.0,159,14,DQ,0.17262,,,,14.6,V,,,,,2003-115,,2003-115,1994-20,,,,1994-20,,,1994-20,S,,,1999-99,,Aur1; RX J0558+5353,,H,,,,,R,,A,X,172670894970455649,89.49704533,53.89576599,0.01,0.001,0.0,503635968,60,56149.77296296,5,76,14.0408,0.0149,14.0985,0.0132,115000,13.9476,0.0084,13.9992,0.0035,115000,14.0212,0.0148,14.0592,0.0133,115000,14.0344,0.0202,14.1131,0.026,115000,14.0748,0.0172,14.1069,0.0198,115000,0.388999
231,7537,,V336 Per,50.72433333333333,41.61705555555555,-0.018,0.001,-0.008,0.006,2000.0,151,-13,UG,,,,,14.3,V,,19.7,,V,2003-115,,2003-115,2000-01,,,,1991-15,,,2000-01,S,,,,,S 9180,,,,,,,,,,,157940507244211111,50.72437936,41.61703026,0.013,0.008,90.0,503636096,60,56285.95483796,5,69,20.022,0.0424,20.0901,0.0615,115000,19.1898,0.0092,19.2728,0.0324,115000,18.5608,0.0131,18.6518,0.0228,115000,18.332,0.0095,18.4278,0.0054,115000,18.2307,0.0182,18.3144,0.03,115000,0.153745
235,7527,*,GK Per,52.80004166666666,43.90427777777777,-0.0086,0.0028,-0.0172,0.003,2000.0,151,-10,NA/DQ,1.9968,1901.0,,,0.2,v,,13.9,,B,2004-105,,2004-105,1987-08,/,1995-41,,1987-08,,,1983-12,S,,,1986-20,,BD +43 740a,U,H,,,2,E,R,,A,,160680527999695778,52.79983482,43.90419878,0.275,0.148,90.0,872734720,104,55972.75571759,3,51,13.291,,,,114724,12.484,,,,4,12.178,,,,4,12.02,,,,114724,11.909,,,,114724,0.607232
236,8095,*,Per,52.88104166666666,43.94672222222221,,,,,,151,-10,CV:,,,,,,,,,,,ICRS,,,2002-41,,,,A9999-99,,*,,,,,,,CXOAYSB J033131+4356,,,,,,,,,,,160730528809976772,52.88101132,43.94675235,0.009,0.004,90.0,503635968,60,56144.30982639,15,66,18.8999,0.0111,18.9984,0.0152,115000,17.589,0.0064,17.6817,0.0091,115000,16.2762,0.0023,16.3359,0.0054,115000,15.6809,0.0067,15.7189,0.0041,115000,15.3614,0.002,15.4437,0.0059,115000,0.133979
227,7536,*,QY Per,48.90333333333333,42.470833333333324,,,,,,149,-13,UGSU,,,,,14.2,p,<,20.0,,p,ICRS,,,2000-19,,,,1994-36,,,,,,,,*,S 9178,,,,,,,,,,,158960489034875384,48.90353594,42.47056768,0.012,0.012,90.0,503636096,60,56085.94524306,5,64,20.9531,0.0874,21.2496,0.0917,115000,20.7097,0.0758,20.97,0.1183,115000,20.4447,0.0337,20.5707,0.0547,115000,19.7564,0.0398,19.9157,0.1144,115000,19.7633,0.0601,19.5402,0.183,115000,1.097299
234,8096,*,Per,52.784124999999996,43.96402777777777,0.0,0.002,-0.02,0.006,2000.0,151,-10,CV:,,,,,,,,,,,2003-115,,2003-115,2002-41,,,,A9999-99,,*,,,,,,,CXOAYSB J033108+4357,,,,,,,,,,,160750527842057432,52.784216,43.96397304,0.008,0.006,90.0,503636096,60,56167.0641088,10,65,20.1054,0.0134,20.1809,0.0329,115000,18.6907,0.0084,18.8161,0.0244,115000,17.2318,0.0038,17.3216,0.0086,115000,16.5385,0.0056,16.6162,0.0052,115000,16.1992,0.0046,16.2685,0.008,115000,0.307298
260,7530,*,MY Per,62.30087499999999,48.36849999999999,,,,,,153,-2,UG,,,,,16.0,p,<,18.0,,p,ICRS,,,T00000,,,,1966-01,,*,1999-08,X,,,,,S 8548,,,,,,,,,,,166040623009402887,62.30096317,48.36847669,0.006,0.003,0.0,503636160,60,56125.34810185,10,74,18.2305,0.0877,18.2835,0.1137,115000,17.7236,0.1063,17.798,0.102,115000,18.0281,0.0222,18.1097,0.0138,115000,17.4332,0.0256,17.5067,0.0225,115000,17.2149,0.0446,17.3174,0.0574,115000,0.226953
257,7525,*,FO Per,62.14579166666666,51.24674999999999,0.006,0.001,0.0,0.001,2000.0,151,0,UG,,,,,11.8,v,,16.2,,p,2003-115,,2003-115,1987-04,,,,1987-04,,,1989-06,S,,,,*,22.1939,,,,,,,,,,,169490621457686760,62.14577642,51.24671021,0.008,0.004,0.0,503636096,60,56148.61561343,5,62,16.0785,0.1669,16.1562,0.2126,115000,16.2697,0.0445,16.3333,0.0455,115000,15.6802,0.0219,15.7248,0.0179,115000,15.7455,0.0625,15.8055,0.0794,115000,14.1439,0.1093,14.152,0.0951,115000,0.147307
274,7540,*,V392 Per,70.83908333333332,47.357388888888885,0.008,0.001,-0.01,0.011,2000.0,158,1,UGZ:,,,,,15.0,p,,17.4,,V,2003-115,,2003-115,2000-01,,,,1970-03,,*,2000-01,S,,,,,S 10653,,,,,,,,,,,164820708390799223,70.83904143,47.35717631,0.016,0.012,90.0,503635968,60,56234.01092593,5,39,17.4984,0.0037,17.5622,0.0056,115000,16.3664,0.005,16.4515,0.0057,115000,15.7439,0.0063,15.7797,0.002,115000,15.3771,0.0065,15.4101,0.0165,115000,15.0873,0.0103,15.1498,0.0059,115000,0.772077
273,7526,,FY Per,70.48595833333333,50.709999999999994,0.0173,0.0036,-0.0129,0.0033,2000.0,155,3,UX/UGZ,0.2585,,,,12.3,B,,14.5,,B,2004-105,,2004-105,1989-16,,,,1964-02,,,1994-07,S,,,2002-19,,640.1936,,,,,,,,,,,168850704860212652,70.486131,50.70995322,0.094,0.058,90.0,637853696,76,56057.2153588,4,62,13.229,,,,65572,12.81,,,,114724,12.685,,,,36,12.652,,,,65572,12.4421,0.0823,12.4383,0.0724,115000,0.428138
262,7531,,NS Per,64.68520833333332,51.12516666666666,,,,,,152,1,UG,,,,,14.3,V,,18.0,,V,ICRS,,,1987-04,,,,1987-04,,,1989-06,S,,,,,S 8554,,,,,,,,,,,169350646851751109,64.68516917,51.1253423,0.022,0.021,0.0,503636096,60,56130.00064815,5,63,18.4862,0.0482,18.5812,0.0437,115000,17.4517,0.0357,17.5213,0.0333,115000,16.8284,0.0119,16.8573,0.011,115000,16.6533,0.024,16.7538,0.0232,115000,16.4129,0.0081,16.5039,0.0098,115000,0.638442
311,6913,,BY Cam,85.70320833333332,60.85874999999999,-0.044,0.002,0.002,0.002,2000.0,152,16,AM,0.139753,,,,14.6,V,,17.5,,V,2003-115,,2003-115,1995-41,,,,1986-02,,,1986-02,S,,,2005-120,,H 0538+608,U,,,1,,E,R,,A,X,181030857031081196,85.70301392,60.85870582,0.005,0.001,0.0,503636096,60,56179.39025463,5,74,15.3206,0.0296,15.3552,0.0217,115000,14.7801,0.0843,14.8033,0.1085,115000,14.9252,0.0662,15.0436,0.0575,115000,14.453,0.0844,14.5166,0.0999,115000,14.6261,0.0954,14.716,0.083,115000,0.376105
308,8623,*,Cam,83.14112499999999,62.79780555555555,,,,,,149,16,UGSU,,,,,11.6,p,,16.0,,R,2005-33,,,2005-33,,,,2005-33,,,,,,,,*,1RXS J053234+624755,,,,,,,R,,,,183350831412848161,83.14125964,62.79784247,0.003,0.003,0.0,503636160,60,56289.35710648,5,78,15.914,0.0393,16.0215,0.0094,115000,15.7258,0.0208,15.7272,0.0235,115000,15.6855,0.0436,15.757,0.0439,115000,15.6698,0.0797,15.7277,0.0789,115000,15.578,0.0676,15.6604,0.0629,115000,0.25837
167,7840,,AI Tri,30.952499999999997,29.990555555555552,-0.0082,0.0057,-0.0189,0.0057,2000.0,141,-30,AM,0.191745,,,,15.5,V,,18.0,,V,2004-105,,2004-105,1998-17,,,,1998-17,,,1998-17,S,,,1998-17,,RX J0203.8+2959,,,,,,,R,,,,143980309525569137,30.95255081,29.99045046,0.002,0.001,90.0,503636160,60,56173.30439815,20,68,16.2443,0.0466,16.2826,0.0311,115000,16.0119,0.0424,16.058,0.0435,115000,15.7835,0.0393,15.8552,0.0294,115000,15.8236,0.0269,15.8778,0.0509,115000,15.5425,0.0301,15.6331,0.0447,115000,0.410174
149,7842,*,Tri,24.967791666666663,29.355499999999996,,,,,,,,non-CV,,,,,,,,,,,,,,2002-22,*,,,,,,,,,,,,NSV 15358/S 10832,,,,,,,,,,,143220249676627142,24.96764285,29.35543612,0.005,0.004,0.0,512024576,61,56093.42863426,5,67,18.7466,0.004,18.5703,0.0159,16892216,18.3093,0.0136,17.8932,0.0233,16892216,18.1111,0.0128,17.6008,0.0154,16892216,17.7828,0.0389,17.3707,0.0265,16892216,17.8668,0.0151,17.4583,0.0391,16892216,0.520506
147,7836,,TX Tri,24.404999999999998,30.046888888888883,-0.004,0.004,-0.002,0.0,2000.0,135,-32,UGSS,,,,,14.5,B,,18.2,,B,2003-115,*,2003-115,1981-18,,,,1981-18,,,2000-01,X,,,,,SVS 2289,,,,,,,,,,,144050244050646827,24.40507018,30.04684427,0.004,0.002,0.0,503636096,60,56226.32657407,5,66,17.35,0.0684,17.4163,0.0724,115000,17.1279,0.0137,17.2365,0.0109,115000,16.7592,0.0114,16.8234,0.0073,115000,16.5293,0.0232,16.6401,0.0153,115000,16.3023,0.0165,16.3985,0.013,115000,0.271347
141,8568,,TT Tri,22.999416666666665,29.82280555555555,0.0065,0.0056,-0.0054,0.0056,2000.0,133,-32,CV/NL,0.1396,,,,14.7,p,,16.7,,p,2004-105,,2004-105,2005-09,,,,1978-07,,,,,,,2005-09,,GR 286; HS 0129+2933,,,,,,,,,,,143780229994087910,22.99945398,29.82277865,0.004,0.003,0.0,503636160,60,56126.1193287,5,68,15.2058,0.0136,15.2515,0.0145,115000,15.323,0.0188,15.375,0.0151,115000,15.2381,0.0093,15.3062,0.0127,115000,15.3571,0.0434,15.4007,0.0376,115000,15.345,0.0065,15.3912,0.014,115000,0.151536
148,7834,*,TU Tri,24.81558333333333,31.40419444444444,,,,,,135,-30,UG,,,,,14.8,p,,18.9,,V,2005-126,,,1991-25,*,,,2005-126,,,,,,,,*,GR 287,,,,,,,,,,,145680248154905503,24.81554903,31.40407572,0.011,0.009,0.0,436527232,52,55906.69170139,5,67,20.6975,0.0226,20.8839,0.0306,115000,20.5048,0.0295,20.6581,0.055,115000,20.4223,0.0504,20.4925,0.0822,115000,20.1833,0.0731,20.0058,0.1609,115000,19.3322,0.184,19.0205,0.1729,115000,0.440213
162,7838,*,UZ Tri,29.602916666666662,33.525,,,,,,139,-27,N:,,1980.0,,>,14.2,p,,21.0,,p,ICRS,,,T00000,,,,1986-14,,*,,,,,,,S 10911,,,,,,,,,,,148230296031420787,29.60311107,33.52517939,0.076,0.071,0.0,444915712,53,56195.85372685,5,64,19.5184,0.0159,19.5159,0.0179,16892216,19.2114,0.0059,19.1245,0.0173,16892216,19.1033,0.0221,18.9921,0.0146,16892216,19.0144,0.0215,18.9345,0.0244,16892216,18.9604,0.0421,18.8037,0.0805,115000,0.870316
154,7841,*,Tri,26.701916666666662,31.873527777777774,,,,,,,,non-CV,,,,,,,,,,,,,,2000-80,*,,,,,,,,,,,,RX J0146.8+3152,,,,,,,,,,,146240267017788779,26.70177127,31.87349272,0.019,0.008,0.0,503636120,60,56282.21157407,5,64,17.4408,0.0027,17.4833,0.018,115000,17.5672,0.0056,17.5784,0.0141,115000,17.4455,0.0062,17.5065,0.0055,115000,17.6489,0.0235,17.7096,0.0251,115000,17.0005,0.0113,17.0455,0.0263,115000,0.462073
118,7561,*,Psc,17.49670833333333,28.023749999999996,,,,,,,,non-CV,,,,,,,,,,,,,,2002-19,*,,,,,,,,,,,,,,,,,,,,,,,141620174966988696,17.49671254,28.02342747,0.009,0.004,0.0,503635968,60,56112.9959838,10,60,15.5589,0.0017,15.6154,0.0025,115000,15.2252,0.0017,15.283,0.0011,115000,15.1124,0.0023,15.1632,0.0036,115000,15.093,0.0024,15.1404,0.0023,115000,15.0733,0.0021,15.1053,0.0113,115000,1.161185
134,7557,*,AS Psc,22.034874999999996,31.249249999999996,,,,,,132,-31,UGSU:,,1963.0,,,16.6,p,,21.5,,p,2002-37,,,2001-61,,,,2002-37,,*,,,,,,,S 10828,,,,,,,,,,,145490220348859564,22.03498375,31.24908926,0.192,0.071,0.0,436527104,52,55671.79385417,4,11,21.6119,0.0713,21.1903,0.195,115000,21.8967,0.0955,22.0912,0.0203,115000,21.3214,0.1659,21.3266,0.2477,115000,,,,,114720,,,,,16416,0.668488
143,7835,,TW Tri,24.15420833333333,32.011111111111106,0.0081,0.0056,0.002,0.0056,2000.0,134,-30,CV/UGZ,0.207584,,,,13.3,p,,17.0,,p,2004-105,,2004-105,1994-07,/,T00000,,1978-06,,,1994-07,S,,,1998-72,,GR 292/SVS 2288,,,,,,,,,,,146410241542073952,24.15422119,32.01113035,0.042,0.019,90.0,503636096,60,56035.62021991,15,61,16.1396,0.0184,16.1876,0.0139,115000,15.5959,0.0128,15.6585,0.0148,16892216,15.6167,0.1024,15.6973,0.1225,115000,15.2543,0.0727,15.2717,0.0765,115000,15.5157,0.0359,15.5255,0.041,115000,0.079607
