recno,uid,R,GCVS,RAJ2000,DEJ2000,pmRA,e_pmRA,pmDE,e_pmDE,Epoch,GLON,GLAT,VarType,Per,OutDate,Cl,l_Maxmag,Maxmag,n_Maxmag,l_Minmag,Minmag,u_Minmag,n_Minmag,ref(Coo),f_ref(Coo),ref(pm),ref(CV),f_ref(CV),ref(CV)2,f_ref(CV)2,ref(Cha),u_ref(Cha),n_ref(Cha),ref(Sp),n_ref(Sp),u_ref(Sp),f_ref(Sp),ref(Per),f_ref(Per),Names,IUE,HST,ARIEL5,HEAO1,HEAO2,EXOSAT,ROSAT,GINGA,ASCA,EUVE,objID,RAJ2000_x,DEJ2000_x,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch_x,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist
1372,8314,*,Her,278.9844583333333,22.444444444444443,,,,,,52,13,UG:,,,,,16.1,p,,19.5,,p,1999-38,*,,1999-38,,,,1999-38,,,,,,,,,,,,,,,,,,,,134932789844673759,278.98447235,22.44434424,0.021,0.014,0.0,436527104,52,56121.34021991,5,39,21.4104,0.0507,21.5749,0.0735,115000,21.5492,0.0664,21.4732,0.1576,115000,20.4159,0.2137,,,115000,20.7041,0.0479,20.9443,0.1754,115000,20.1225,0.0,20.6835,0.0,115000,0.363738
1361,7253,,CH Her,278.69312499999995,24.800749999999997,0.004,0.001,0.022,0.006,2000.0,54,14,UG,,,,,13.5,p,,17.0,,p,2003-115,,2003-115,1982-03,,,,1982-03,,,,,,,,,203.1929,,,,,,,,,,,137762786930921474,278.69310375,24.80076053,0.005,0.001,0.0,436527296,52,56049.38148148,5,52,19.2486,0.0736,19.3726,0.0545,115000,19.1248,0.0502,19.2024,0.0448,115000,18.8984,0.1224,19.0512,0.1458,115000,18.6765,0.0505,18.8992,0.0174,115000,18.8756,0.0867,18.9646,0.1312,115000,0.079117
1418,7376,,CY Lyr,283.1724166666666,26.758749999999996,0.0027,0.0051,1.0E-4,0.0051,2000.0,57,11,UG,0.1591,,,,13.2,p,,17.0,,p,2004-105,,2004-105,1985-07,,,,1982-03,,,1985-07,S,,,1998-72,,237.1929,U,,,,,,,,,,140112831724211068,283.17242277,26.75873388,0.001,0.001,0.0,503636096,60,56118.33623843,10,77,13.887,0.0131,13.9473,0.0149,115000,16.7464,0.008,16.8283,0.0055,115000,15.7672,0.0521,15.8355,0.0567,115000,15.7978,0.0495,15.8963,0.0278,115000,15.6458,0.0142,15.6874,0.0254,115000,0.061259
1385,8429,*,Her,279.859,26.06944444444444,,,,,,55,14,UGWZ,0.05689,,,,11.8,V,,17.1,,V,2004-41,*,,2004-42,,,,2004-74,,,2004-74,S,,,2004-74,,OT_J183926+260410,,,,,,,R,,,,139282798591193564,279.85908474,26.06921535,0.031,0.02,90.0,503635968,60,56213.39873843,5,90,17.106,0.0068,17.0213,0.0088,16892216,16.7356,0.0134,16.5321,0.043,16892216,15.6392,0.0032,15.5806,0.0061,16892216,15.0173,0.0029,14.9807,0.004,115000,14.7169,0.0062,14.6973,0.0037,115000,0.869073
905,8707,,Her,254.6570833333333,18.790944444444442,-0.008,0.00275,0.018,0.00275,2003.474,39,33,CV,,,,,20.1,g,,,,,2006-05,,2006-22,2006-05,,,,A9999-99,,,2006-05,S,,,,,SDSS J165837+184727,,,,,,,,,,,130542546570559736,254.65706214,18.79101316,0.024,0.007,0.0,436527296,52,55763.25488426,10,79,20.1301,0.039,20.2492,0.0538,115000,20.1728,0.0198,20.231,0.0603,115000,20.0839,0.0276,20.1977,0.0582,115000,19.7183,0.0252,19.8386,0.0353,115000,19.2516,0.0348,19.3285,0.1593,115000,0.257705
908,8708,,Her,254.96537499999997,19.462666666666664,0.005,0.00248,-0.004,0.00248,2003.471,39,33,NL,,,,,16.8,g,,,,,2006-05,,2006-22,2006-05,,,,A9999-99,,,2006-05,S,,,,,SDSS J165951+192745,,,,,,,,,,,131352549653535692,254.96536289,19.46264919,0.003,0.003,90.0,503636192,60,56095.783125,5,74,17.0054,0.0486,17.0717,0.0559,115000,16.932,0.0108,16.9965,0.0111,115000,17.315,0.0196,17.3739,0.0222,115000,17.0967,0.0206,17.2069,0.0205,115000,17.3322,0.0235,17.431,0.0218,115000,0.075153
894,7265,*,V611 Her,251.20595833333329,19.99444444444444,-0.0063,0.0039,0.00493,0.00389,2003.323,39,36,UG,,,,,15.4,p,<,16.4,,p,2006-22,,2006-22,T00000,,,,1968-03,,*,,,,,,,S 10312,,,,,,,,,,,131992512059713838,251.20593712,19.99445777,0.013,0.01,0.0,503636096,60,56171.66350694,10,76,20.3909,0.042,20.5153,0.0367,115000,19.4276,0.0937,19.6143,0.0795,115000,19.9391,0.0204,20.0703,0.0364,115000,19.5627,0.0422,19.6442,0.1319,115000,18.8887,0.1219,18.9843,0.1187,115000,0.086322
901,8706,,Her,253.4960833333333,20.169555555555554,0.003,0.00253,-0.017,0.00253,2003.474,40,35,UGSU,,,,,14.8,V,,17.5,,g,2006-05,,2006-22,2006-05,,,,A9999-99,,,2006-05,S,,,,,SDSS J165359+201010,,,,,,,,,,,132202534960993969,253.49606058,20.16953329,0.013,0.004,0.0,436527104,52,55945.62711806,5,103,15.4676,0.0907,15.4661,0.0808,115000,18.0225,0.0705,17.7933,0.071,16892216,18.2714,0.0252,18.0879,0.0341,16892216,18.3716,0.0703,17.9684,0.0581,16892216,17.9401,0.1067,17.1301,0.1533,16892216,0.111072
903,8617,,Her,254.2422083333333,21.360916666666665,0.00405,0.0039,-0.01847,0.00389,2003.329,41,34,CV,,,,,18.5,s,,,,,2006-22,,2006-22,2005-32,,,,A9999-99,,,2005-32,S,,,,,SDSS J165658+212139,,,,,,,R,,,,133632542422163579,254.24219483,21.36086086,0.007,0.007,90.0,436527296,52,56034.18570602,5,74,17.9613,0.0977,18.0329,0.1006,115000,17.9573,0.1045,18.0384,0.1004,115000,18.0091,0.0506,18.0971,0.0411,115000,17.4384,0.0079,17.521,0.0373,115000,17.7494,0.0481,17.8287,0.0576,115000,0.205942
891,7264,*,V610 Her,250.91316666666663,22.52372222222222,,,,,,41,37,UG,,,,,16.2,p,<,16.8,,p,ICRS,,,T00000,,,,1968-03,,*,,,,,,,S 10311,,,,,,,,,,,135022509129209012,250.91290695,22.52369895,0.015,0.007,0.0,436527232,52,55761.18457176,5,46,21.595,0.0525,21.5023,0.0769,115000,21.5831,0.0683,21.6122,0.0695,115000,21.2408,0.072,20.9301,0.1578,115000,20.9038,0.1741,20.7824,0.251,115000,17.4198,0.0173,17.5265,0.0122,115000,0.867715
943,7259,,V478 Her,260.2733333333333,23.66022222222222,,,,,,46,30,UGSU,,,,,15.5,p,,17.1,,p,ICRS,,,2001-26,,,,1957-09,,,1999-08,S,,,,,S 4133,,,,,,,,,,,136392602733932753,260.27338549,23.6601731,0.008,0.006,90.0,503636192,60,56076.46141204,5,56,17.5731,0.101,17.6407,0.0903,115000,17.3652,0.0204,17.4021,0.0214,115000,17.2098,0.0267,17.2789,0.011,115000,17.0122,0.0466,17.0906,0.0678,115000,17.0788,0.033,17.1687,0.0382,115000,0.246678
937,7257,*,V360 Her,259.15849999999995,24.44647222222222,,,,,,,,non-ex,,,,,,,,,,,,,,2000-102,*,,,,,,,,,,,,,,,,,,,,,,,137332591584296516,259.15839478,24.44662636,0.043,0.043,90.0,436363264,52,55990.24703704,3,6,,,,,16416,,,,,16416,20.91,0.0561,21.1414,0.0719,115000,20.5292,0.1163,20.7655,0.2171,115000,,,,,114720,0.653314
914,8709,,Her,255.6837083333333,22.596638888888886,0.007,0.00284,-0.013,0.00284,2003.323,43,33,CV,0.067,,,,17.4,g,,,,,2006-05,,2006-22,2006-05,,,,A9999-99,,,2006-05,S,,,2006-05,,SDSS J170244+223547,,,,,,,,,,,135112556837786529,255.68374622,22.59662627,0.067,0.02,90.0,503636160,60,55901.81024306,5,98,17.3875,0.0091,17.4322,0.011,115000,17.489,0.0103,17.4546,0.0103,115000,17.5532,0.0145,17.561,0.0127,115000,17.5513,0.0139,17.5501,0.0179,115000,17.5127,0.0143,17.6154,0.0383,115000,0.133865
920,7280,*,Her,256.52549999999997,25.864805555555552,,,,,,47,-34,CV,,,,,16.5,c,<,19.5,,c,2003-47,,,2003-48,,,,A9999-99,,*,2003-47,S,:,,,,,,,,,,,,,,,139032565254338390,256.5254369,25.86476573,0.05,0.026,0.0,436527104,52,55730.62141204,5,27,21.57,0.0516,21.5553,0.0607,115000,21.4859,0.0869,21.7034,0.167,115000,21.0634,0.0216,20.7576,0.0186,115000,20.7746,0.0998,20.766,0.1505,115000,,,,,114720,0.249673
946,8151,,Her,260.68312499999996,27.398749999999996,0.00381,0.0039,6.3E-4,0.00389,2001.288,50,31,CV,,,,,20.6,B,,,,,2006-22,,2006-22,2002-117,,,,2002-117,,,2002-117,S,,,,,FSVS J1722+2723,,,,,,,,,,,140872606830849072,260.68313979,27.39873983,0.017,0.006,0.0,436527232,52,55660.70018519,5,65,20.3391,0.172,20.7288,0.1771,115000,20.4919,0.0299,20.6275,0.0457,115000,20.4018,0.0226,20.4309,0.0464,115000,20.1484,0.0495,20.0764,0.1149,115000,19.7833,0.0266,19.6373,0.1339,115000,0.059791
1288,7267,,V632 Her,274.9219166666666,24.554361111111106,,,,,,52,17,UG,,1967.0,,,15.4,p,,21.0,,p,ICRS,,,1987-08,,,,1968-01,,,,,,,,,,,,,,,,,,,,137462749218965872,274.92195293,24.55441412,0.049,0.023,0.0,436527104,52,55819.51322917,4,27,20.7075,0.0504,20.8871,0.1153,115000,21.6715,0.0881,21.7461,0.1162,115000,21.469,0.0053,20.8743,0.3107,115000,21.3671,0.1982,,,115256,,,,,16416,0.224759
1007,7268,*,V660 Her,265.5382083333333,23.808305555555553,0.008,0.002,-0.008,0.001,2000.0,48,25,UG,0.07826,,,,14.3,V,,18.7,,V,2003-115,,2003-115,T00000,,,,1975-06,,*,1999-08,S,,,2003-05,,SVS 2120,,,,,,,,,,,136572655381840416,265.53818637,23.80820185,0.006,0.003,90.0,503636096,60,56012.79383102,5,76,18.6138,0.1458,18.685,0.1802,115000,18.9013,0.0292,19.0306,0.0311,115000,18.8048,0.037,18.8818,0.035,115000,18.235,0.0564,18.3715,0.096,115000,18.1418,0.0652,17.6684,0.1964,115000,0.380284
1234,7284,,V1010 Her,273.559625,30.72694444444444,,,,,,85,21,CV:,,,,,17.8,p,,19.5,,p,1998-33,,,1998-33,,,,1998-33,,,,,,,,,,,,,,,,,,,,144872735593492907,273.5593436,30.72692305,0.023,0.008,0.0,436527104,52,56375.89386574,5,38,18.4089,0.0245,18.4629,0.0045,115000,21.9694,0.3748,20.9235,0.2557,115000,20.9543,0.0583,20.9701,0.1113,115000,20.8035,0.0828,21.1289,0.2228,115000,20.1552,0.184,,,114992,0.874221
1213,7256,*,PU Her,272.468125,32.009166666666665,,,,,,59,22,UG,,,,,15.5,p,,19.5,,p,2000-31,,,2000-31,,,,2000-31,,*,,,,,,,S 4248,,,,,,,,,,,146412724678351246,272.46780469,32.0088933,0.063,0.011,0.0,503636096,60,55241.01572917,13,18,21.7468,0.0669,21.87,0.0867,115000,20.4385,0.2284,20.4314,0.0775,115000,21.3893,0.0887,21.2037,0.2306,115000,21.3388,0.1923,21.1572,0.002,115000,20.7928,0.1877,20.9101,0.3081,115256,1.387295
1172,7277,,V1008 Her,271.443,31.671666666666663,-0.004,0.008,-0.02,0.005,2000.0,58,23,UG,,,,,13.5,p,,19.3,,B,2003-115,,2003-115,1998-22,,,,1998-22,,,,,,,,,Antipin V61,,,,,,,,,,,146002714431126557,271.44309794,31.67158755,0.013,0.003,0.0,436527232,52,56224.82875,5,103,19.2774,0.023,19.3789,0.0295,115000,19.0175,0.0176,19.1123,0.0409,115000,18.4776,0.0156,18.5777,0.0202,115000,18.0548,0.0268,18.1856,0.0226,115000,18.0952,0.0498,18.1815,0.0241,115000,0.413723
1032,7991,*,Her,267.0242916666666,34.06708333333333,0.028,0.006,0.004,0.016,2000.0,59,27,CV:,,,,,16.2,c,<,20.0,,c,2003-115,*,2003-115,1999-90,,,,1999-90,,,,,,,,,,,,,,,,,,,,148882670242640993,267.02424904,34.0669941,0.006,0.002,0.0,503636112,60,56031.38171296,5,99,19.4782,0.0222,19.2801,0.0638,115000,18.6234,0.0682,18.7011,0.0628,115000,18.7811,0.0261,18.869,0.0373,115000,18.3157,0.1786,18.392,0.1949,115000,18.0349,,,,115000,0.345478
1194,7255,,PR Her,272.01854166666664,38.77152777777777,0.004,0.006,0.02,0.002,2000.0,66,24,UG,,,,,14.0,V,,21.0,,V,2003-115,,2003-115,T00000,,,,1957-06,,,,,,,,,S 4247,,,,,,,,,,,154522720187696303,272.01855912,38.77138556,0.029,0.012,0.0,436527104,52,56385.0203125,5,79,20.6422,0.0395,20.7306,0.072,115000,20.7737,0.0137,20.9891,0.0589,115000,20.5776,0.0238,20.7454,0.034,115000,20.6526,0.0527,20.7826,0.1595,115000,20.0797,0.1862,,,115000,0.514322
1156,8835,,Her,270.91529166666663,40.205722222222214,,,,,,67,26,DQ,0.1126,,,,18.0,B,,,,,2005-44,,,2005-44,,,,2005-44,,,2005-44,S,,,2005-44,,1RXS J180340+401214,,,,,,,R,,,,156242709153057354,270.91524218,40.20558744,0.002,0.001,90.0,503636096,60,56221.27234954,5,100,18.4531,0.0547,18.5138,0.0618,115000,18.1951,0.0808,18.2706,0.0907,115000,17.7143,0.0466,17.7567,0.0359,115000,17.0135,0.0895,17.1125,0.0836,115000,16.9276,0.1788,17.1635,0.0899,115000,0.503932
289,7070,,UU Col,78.05508333333333,-32.69438888888889,-0.0077,0.0038,0.0104,0.0016,1991.25,236,-34,DQ,0.144,,,,17.3,B,,18.2,,B,2004-109,,2004-109,1996-11,,,,1996-11,,,1996-11,S,,,1996-11,,Col1; RX J0512-3241,,,,,,,R,,,,68760780551197059,78.05513207,-32.69437611,0.047,0.026,0.0,369418240,44,56908.17956019,0,8,17.965,,,,4,17.694,,,,4,17.8818,0.0255,17.9829,0.0212,280,17.659,,,,4,17.673,,,,4,0.154655
163,8553,*,For,29.919624999999996,-28.177944444444442,,,,,,221,-75,CV,,,,,12.0,V,,19.7,,b,2004-77,,,2004-77,*,,,2004-77,,,2004-77,S,,,,,2QZ J015940.6-281040,,,,,,,,,,,74180299199516805,29.92002078,-28.17788948,0.008,0.006,0.0,436527232,52,56224.7874537,5,85,19.4726,0.058,19.4951,0.0572,115000,19.2733,0.0278,19.447,0.05,115000,19.1284,0.0306,19.2032,0.0309,115000,18.4712,0.0152,18.5771,0.0306,115000,18.3462,0.0254,18.4915,0.0477,115000,1.271439
117,8017,*,Scl,17.44245833333333,-27.756499999999996,,,,,,223,-86,CV,,,,,19.9,b,,,,,ICRS,,,2001-49,,,,A9999-99,,*,2001-49,S,,,,,2QZ J010946.1-274524,,,,,,,,,,,74690174424642264,17.44256908,-27.75673823,0.009,0.003,90.0,436527232,52,56334.82986111,5,62,19.2857,0.0141,19.3383,0.0569,115000,19.238,0.1065,19.3571,0.0652,115000,18.9641,0.0508,19.1183,0.0534,115000,18.6174,0.0655,18.7048,0.0762,115000,18.9298,0.1481,19.0885,0.0915,115000,0.927363
136,7054,,EQ Cet,22.21883333333333,-23.662166666666664,0.0394,0.0039,-0.0385,0.0047,1991.25,193,-81,AM,0.064455,,,,17.5,V,,18.9,,V,2004-109,,2004-109,2000-29,,,,1999-87,,,1999-87,S,,,2002-102,,1RXS J012852-233931,,,,,,,R,,,,79600222190295575,22.21911501,-23.66235707,0.004,0.003,90.0,503636176,60,56473.52605324,5,43,19.1586,,,,115000,17.6218,0.1033,17.4383,0.0797,115000,17.2862,0.0583,17.4152,0.06,115000,17.2936,0.0514,17.4148,0.0348,115000,17.7731,0.0823,17.7536,0.0779,115000,1.154332
233,7224,*,VX For,51.69049999999999,-34.44016666666666,,,,,,235,-56,UG:,,,,,12.7,V,<,19.0,,B,ICRS,*,,1990-14,,,,1992-07,,*,1990-14,X,:,,,,For3,,,,,,,,,,,66670516904611947,51.6905029,-34.44026333,0.077,0.077,90.0,302063616,36,56967.44034722,0,4,,,,,0,,,,,0,20.6897,0.0188,20.5923,0.0604,280,,,,,0,,,,,0,0.348095
214,7223,,VW For,43.21395833333333,-30.628499999999995,,,,,,228,-63,AM,,,,>,19.5,j,,20.5,,j,ICRS,,,1994-11,,,,1994-11,,,1994-11,S,,,,,For4; V0252-3037,,,,,,,,,,,71240432140045970,43.21403463,-30.6285949,0.087,0.039,0.0,436527232,52,56139.6337963,10,37,21.0188,0.0737,20.7304,0.1029,115000,20.6403,0.2142,,,115000,19.813,0.1163,20.112,0.1282,115000,18.3848,0.3245,18.5178,0.2231,115000,18.0993,0.0571,18.1946,0.1126,115000,0.415426
177,8557,*,For,34.86654166666666,-30.762749999999997,-0.0092,0.0183,-0.0155,0.0109,1991.25,229,-70,UGSU,,,,,12.2,V,,17.8,,b,2004-109,,2004-109,2006-07,,,,2004-77,,,,,,,,*,2QZ J021927.9-304545,,,,,,,,,,,71080348666725014,34.86671502,-30.76276364,0.005,0.004,0.0,503635968,60,56722.12703704,5,35,18.6126,0.006,18.701,0.007,115000,18.3997,0.049,18.4534,0.0692,115000,18.0181,0.0544,18.1052,0.0598,115000,17.8155,0.0013,17.9026,0.0087,115000,17.6749,0.035,17.7747,0.0442,115000,0.538504
198,8150,,For,40.64495833333333,-28.04547222222222,-0.014,0.004,-0.016,0.004,2000.0,222,-65,UGSU,0.0746,,,,18.4,V,,20.8,,V,2003-115,,2003-115,2006-12,,,,2002-117,,,2002-117,S,,,2004-10,,Ha0242-2802,,,,,,,,,,,74340406449585693,40.64497877,-28.04551253,0.006,0.004,90.0,503636096,60,56320.37164352,5,60,18.8597,0.0645,18.9213,0.0536,115000,18.5139,0.0217,18.5913,0.0281,115000,18.4006,0.0705,18.4811,0.0539,115000,18.2323,0.0954,18.3866,0.0863,115000,18.2393,0.0566,18.436,0.0198,115000,0.158974
216,7216,,Eri,43.90845833333333,-22.78408333333333,0.036,0.003,-0.004,0.004,2000.0,211,-62,UG/DQ:,,,,,18.0,v,,,,,2003-115,,2003-115,2000-29,,,,2002-118,,,2002-118,S,,,,,1RXS J025538-224655,,,,,,,R,,,,80650439086839325,43.90870883,-22.78417612,0.009,0.003,0.0,436527232,52,56231.39943287,10,85,17.4038,0.0245,17.4274,0.0281,115000,17.4374,0.0168,17.5238,0.0201,115000,17.3472,0.0203,17.4632,0.027,115000,17.3547,0.0468,17.4687,0.0469,115000,17.3346,0.0546,17.4839,0.0386,115000,0.896013
244,7221,*,SZ For,55.33329166666666,-26.605861111111107,,,,,,,,non-CV,,,,,,,,,,,,,,1996-52,*,,,,,,,,,,,,PHL 4482?,,,,,,,,,,,76070553330623288,55.33309503,-26.605859,0.01,0.006,0.0,436527256,52,56226.43659722,5,77,19.4342,0.0314,19.5549,0.0253,115000,19.2045,0.0349,19.2699,0.0354,115000,19.108,0.0264,19.2178,0.0345,115000,19.1485,0.0214,19.1974,0.0393,115000,19.2617,0.0413,19.3265,0.0498,115000,0.632978
243,7222,*,UZ For,53.869249999999994,-25.739527777777774,,,,,,220,-53,AM,0.087865,,,,17.0,V,,20.5,,V,ICRS,,,1995-41,,,,1988-16,,,1989-02,S,,,2001-116,,EXO 033319-2554.2,,H,,,,E,R,,,X,77110538693913025,53.86945468,-25.73938578,0.004,0.004,0.0,503636096,60,56048.35491898,5,65,16.7453,0.1225,16.782,0.1007,115000,16.2585,0.15,16.3138,0.1173,115000,16.4957,0.1156,16.5554,0.1023,115000,16.655,0.0339,16.7242,0.0257,115000,16.5804,0.0224,16.707,0.0203,115000,0.837773
237,7225,,VY For,53.019208333333324,-25.948611111111106,0.01,0.001,-0.006,0.008,2000.0,220,-54,AM,0.1586,,,,17.5,V,,19.2,,V,2003-115,,2003-115,1995-41,,,,1989-08,,,1989-08,S,,,1989-08,,For1; EXO 0329-2606,,,,,,E,,,,,76860530192121970,53.01925526,-25.94864433,0.003,0.003,0.0,503636096,60,56269.45023148,5,71,17.4521,0.0155,17.5156,0.008,115000,17.16,0.043,17.3004,0.0357,115000,18.1282,0.0163,17.862,0.1024,115000,16.6603,0.0479,16.7274,0.041,115000,16.6621,0.0168,16.8289,0.0274,115000,0.19333
266,8027,,IM Eri,66.17129166666666,-20.119944444444442,0.0521,0.003,-0.0286,0.0031,2000.0,217,-41,NL,0.14562,,,,11.6,B,,13.0,,B,2000-110,,2000-110,2001-56,,,,A9999-99,,,2001-56,S,,,2002-19,,EC 04224-2014,,,,,,,,,,,83850661712356618,66.1714393,-20.11997311,0.02,0.02,90.0,302063616,36,56142.99614583,0,13,11.5846,0.0036,12.4607,0.0344,24,12.5324,0.1021,13.0814,0.2602,16,12.9741,0.0075,13.1273,0.0597,24,12.6882,0.0064,12.525,0.0612,24,11.9942,0.0181,12.0232,0.0046,280,0.509604
268,7218,*,Eri,66.47991666666665,-19.758444444444443,-0.034,0.004,-0.038,0.004,2000.0,216,-41,AM,,,,,16.6,v,,,,,2003-115,,2003-115,2000-29,,,,2002-118,,,2002-118,S,,,,*,1RXS J042556-194534,,,,,,,R,,,,84290664798620071,66.47984901,-19.75860205,0.017,0.007,0.0,436527248,52,55962.40199074,5,90,17.6372,0.0736,17.7187,0.0692,115000,19.6788,0.0317,19.85,0.0677,115000,19.8269,0.0247,19.9265,0.0367,115000,17.1512,0.061,17.3681,0.0982,115000,17.2906,0.0919,17.4447,0.1195,115000,0.611935
261,7209,,XZ Eri,62.85741666666666,-15.389888888888887,,,,,,209,-42,UG/UGSU,0.061159,,,,14.6,p,,18.7,,p,ICRS,,,1982-03,/,2001-79,,1982-03,,,1992-01,S,,,2004-79,,HV 6276,,,,,,,,,,,89530628573002350,62.8573114,-15.38999164,0.007,0.005,0.0,436527232,52,56410.89278935,5,68,19.3242,0.0238,19.3936,0.025,115000,19.157,0.0602,19.3023,0.0841,115000,19.4824,0.0287,19.5501,0.03,115000,19.3861,0.0329,19.548,0.0675,115000,19.0663,0.0535,19.2266,0.0604,115000,0.519928
226,7214,*,EF Eri,48.555249999999994,-22.595361111111107,0.144,0.005,-0.0557,0.005,2000.0,213,-57,AM,0.056266,,,,13.7,B,,17.7,,B,1987-28,,1987-28,1984-15,,,,1983-12,,,1983-12,S,,,1985-18,,2A 0311-227,U,H,5,1,2,E,R,G,A,X,80880485552236062,48.55567497,-22.5954232,0.012,0.01,0.0,369418384,44,55478.28871528,0,11,20.826,,,,4,18.2107,0.0292,18.2629,0.0435,280,18.3344,0.036,18.4429,0.043,280,18.2138,0.0,18.3654,0.0625,280,18.4337,0.002,18.5998,0.0153,280,1.430036
252,7217,*,Eri,58.542916666666656,-16.880611111111108,-0.004,0.003,-0.11,0.003,2000.0,209,-47,UG,,,,,16.0,V,,18.4,,v,2003-115,,2003-115,2002-118,,,,2002-118,,*,2002-118,S,,,,,1RXS J035410-165244,,,,,,,R,,,,87740585428843325,58.54293034,-16.88097973,0.004,0.004,0.0,436527248,52,56403.92515046,5,71,17.3018,0.0652,17.3531,0.0901,115000,17.3091,0.0733,17.3873,0.0498,115000,17.6398,0.0332,17.6814,0.0347,115000,17.7324,0.0103,17.8464,0.0195,115000,17.6459,0.0328,17.7065,0.0259,115000,1.327864
181,7045,*,XX Cet,35.66658333333333,-19.54647222222222,,,,,,,,non-CV,,,,,,,,,,,,,,1993-21,*,,,,,,,,,,,,PHL 4037,,,,,,,,,,,84540356662484626,35.66624688,-19.54650433,0.005,0.004,0.0,302309528,36,56214.30064815,0,71,18.4504,0.0152,18.5178,0.02,280,18.4524,0.0261,18.5131,0.0265,280,18.677,0.0256,18.7171,0.0363,280,18.4782,0.0198,18.547,0.022,280,18.6039,0.0233,18.647,0.038,280,1.147267
152,8813,,Cet,25.60533333333333,-22.26619444444444,-0.002,0.003,0.026,0.003,2000.0,193,-77,UGSU,,,,,12.2,p,,18.7,,B,2003-115,,2003-115,2005-80,,,,A9999-99,,,,,,,,,NSV 601; PHL 3638,,,,,,,,,,,81280256054640523,25.60551322,-22.26659341,0.017,0.009,90.0,436527232,52,56122.47325231,5,64,18.5984,0.0131,18.688,0.0181,115000,18.2957,0.0202,18.3609,0.0147,115000,18.4234,0.0103,18.5073,0.018,115000,17.9597,0.1205,18.0794,0.0793,115000,18.2639,0.0421,18.1972,0.0488,115000,1.556294
223,7213,*,CP Eri,47.63645833333333,-9.751694444444443,0.006,0.001,-0.006,0.007,2000.0,192,-52,IBWD,0.01969,,,,16.5,V,,19.7,,V,2003-115,,2003-115,1995-41,,,,1959-02,,,1992-17,S,,,1999-97,,PHL 1475,,H,,,,,,,,,96290476364998339,47.63660002,-9.75173779,0.007,0.006,90.0,436527232,52,56027.62306713,5,65,20.0728,0.0279,20.2218,0.053,115000,20.1909,0.0309,20.2824,0.0353,115000,20.3027,0.0249,20.3281,0.0252,115000,19.5312,0.1734,19.6978,0.1779,115000,19.291,0.2754,19.3111,0.2655,115000,0.526364
224,8282,,Eri,47.71529166666666,-7.916749999999999,0.00292,0.0039,-0.01498,0.00389,1999.784,189,-52,UGSU,,,,,15.5,s,,20.7,,V,2006-22,,2006-22,2004-50,,,,A9999-99,,,2003-22,S,,,,,SDSS J031051-075500,,,,,,,,,,,98500477152480244,47.71530325,-7.91676521,0.013,0.007,90.0,168091776,20,56261.5365625,9,58,16.2178,0.01,16.2734,0.018,33080,20.7584,0.0929,19.8829,0.1394,115000,20.5385,0.0617,20.6068,0.0655,115000,20.4108,0.0104,20.375,0.0719,115000,16.4062,0.0,16.464,0.0,16892216,0.068587
193,7051,*,Cet5,38.918499999999995,-13.353194444444442,,,,,,189,-62,UG:,,,,,18.1,p,,19.5,,p,ICRS,,,T00001,*,,,1960-01,,,,,,,,,NSV 870,,,,,,,,,,,91970389183646660,38.91839204,-13.3531198,0.012,0.011,0.0,503635968,60,56025.3343287,5,44,19.2401,0.1786,19.193,0.1465,115000,18.4835,0.0857,18.4049,0.071,115000,18.5925,0.0572,18.3721,0.0333,16892216,17.3209,0.0241,17.2586,0.0143,16892216,18.1987,0.1837,17.9297,0.0763,16892216,0.463904
190,8720,*,Cet,38.339208333333325,-10.78447222222222,,,,,,184,-61,UGWZ,,,,,12.1,V,,,,,2006-17,,,2006-21,,,,2006-18,,*,2006-19,X,:,,,,ASAS 023322-1047.0,,,,,,,,,,,95050383391158731,38.33911204,-10.78471772,0.09,0.017,0.0,436527104,52,56378.91178241,10,64,18.9053,0.0107,18.903,0.0155,115000,19.0104,0.0124,19.0047,0.0172,115000,19.1226,0.0088,19.1393,0.0113,115000,19.2145,0.0206,19.1358,0.0277,16892216,19.1849,0.075,19.2574,0.0794,115000,0.947128
589,7302,,V393 Hya,165.07279166666663,-29.866416666666662,-0.0195,0.0017,0.0051,0.0039,1991.25,276,27,NL,0.135,,,,15.9,V,,,,,2004-109,,2004-109,2004-71,,,,A9999-99,,,1997-05,S,:,,2003-26,,EC 10578-2935,,,,,,,,,,,72161650726920687,165.07264855,-29.86637362,0.004,0.003,90.0,503636160,60,56001.67923611,5,26,15.6856,0.023,15.7189,0.0236,115000,15.8639,0.0285,15.8709,0.0068,115000,16.0123,0.0206,16.0535,0.0083,115000,16.156,0.0214,16.209,0.0225,115000,16.3077,0.0477,16.399,0.0976,114992,0.472905
