# recno   M     Y      Z       Time           log(Teff)   log(L)  
  531     2.5   0.25   0.004   3572.9         5.355       3.83    
  532     2.5   0.25   0.004   4701.9         5.376       3.668   
  533     2.5   0.25   0.004   5511.1         5.375       3.502   
  534     2.5   0.25   0.004   6138.0         5.362       3.338   
  535     2.5   0.25   0.004   6724.4         5.344       3.175   
  536     2.5   0.25   0.004   7392.1         5.321       3.014   
  537     2.5   0.25   0.004   8210.5         5.295       2.853   
  538     2.5   0.25   0.004   9394.1         5.268       2.693   
  539     2.5   0.25   0.004   11089.1        5.239       2.533   
  540     2.5   0.25   0.004   13376.9        5.21        2.374   
  541     2.5   0.25   0.004   17088.3        5.179       2.215   
  542     2.5   0.25   0.004   22405.3        5.148       2.057   
  543     2.5   0.25   0.004   30664.3        5.116       1.899   
  544     2.5   0.25   0.004   41352.8        5.084       1.741   
  545     2.5   0.25   0.004   58888.5        5.05        1.584   
  546     2.5   0.25   0.004   82592.4        5.017       1.427   
  547     2.5   0.25   0.004   123810.6       4.983       1.27    
  548     2.5   0.25   0.004   178499.8       4.95        1.112   
  549     2.5   0.25   0.004   255611.1       4.916       0.955   
  550     2.5   0.25   0.004   364813.5       4.881       0.799   
  551     2.5   0.25   0.004   516259.3       4.846       0.642   
  552     2.5   0.25   0.004   720776.5       4.811       0.485   
  553     2.5   0.25   0.004   995410.5       4.775       0.329   
  554     2.5   0.25   0.004   1368221.7      4.74        0.173   
  555     2.5   0.25   0.004   1741032.9      4.704       0.017   
  556     2.5   0.25   0.004   2332956.4      4.668       -0.139  
  557     2.5   0.25   0.004   3109869.7      4.632       -0.295  
  558     2.5   0.25   0.004   4141244.5      4.595       -0.451  
  559     2.5   0.25   0.004   5750572.7      4.559       -0.606  
  560     2.5   0.25   0.004   8199415.3      4.522       -0.762  
  561     2.5   0.25   0.004   1.24358167E7   4.485       -0.918  
  562     2.5   0.25   0.004   1.9600968E7    4.448       -1.073  
  563     3.5   0.25   0.004   0.0            4.0         4.296   
  564     3.5   0.25   0.004   4.4            4.116       4.296   
  565     3.5   0.25   0.004   10.4           4.231       4.295   
  566     3.5   0.25   0.004   17.1           4.347       4.295   
  567     3.5   0.25   0.004   26.0           4.462       4.295   
  568     3.5   0.25   0.004   38.7           4.578       4.295   
  569     3.5   0.25   0.004   57.5           4.693       4.294   
  570     3.5   0.25   0.004   82.1           4.809       4.292   
  571     3.5   0.25   0.004   111.9          4.924       4.289   
  572     3.5   0.25   0.004   146.4          5.04        4.285   
  573     3.5   0.25   0.004   184.5          5.155       4.277   
  574     3.5   0.25   0.004   224.3          5.271       4.262   
  575     3.5   0.25   0.004   265.3          5.384       4.228   
  576     3.5   0.25   0.004   307.0          5.487       4.148   
  577     3.5   0.25   0.004   335.4          5.532       3.986   
  578     3.5   0.25   0.004   342.6          5.52        3.811   
  579     3.5   0.25   0.004   349.7          5.507       3.637   
  580     3.5   0.25   0.004   353.6          5.479       3.466   
  581     3.5   0.25   0.004   357.5          5.451       3.296   
  582     3.5   0.25   0.004   362.9          5.418       3.127   
  583     3.5   0.25   0.004   372.1          5.384       2.959   
  584     3.5   0.25   0.004   389.0          5.35        2.791   
  585     3.5   0.25   0.004   423.4          5.315       2.623   
  586     3.5   0.25   0.004   586.1          5.279       2.456   
  587     3.5   0.25   0.004   1243.5         5.243       2.289   
  588     3.5   0.25   0.004   3871.2         5.209       2.121   
  589     3.5   0.25   0.004   8397.4         5.173       1.954   
  590     3.5   0.25   0.004   16605.4        5.138       1.786   
  591     3.5   0.25   0.004   32229.2        5.103       1.619   
  592     3.5   0.25   0.004   57142.6        5.067       1.452   
  593     3.5   0.25   0.004   90017.9        5.031       1.285   
  594     3.5   0.25   0.004   145476.6       4.994       1.118   
  595     3.5   0.25   0.004   215352.0       4.957       0.951   
  596     3.5   0.25   0.004   306781.1       4.92        0.785   
  597     3.5   0.25   0.004   428207.0       4.882       0.618   
  598     3.5   0.25   0.004   592080.2       4.845       0.452   
  599     3.5   0.25   0.004   755953.4       4.807       0.286   
  600     3.5   0.25   0.004   1027694.6      4.768       0.12    
  601     3.5   0.25   0.004   1422991.1      4.729       -0.045  
  602     3.5   0.25   0.004   1939710.3      4.69        -0.211  
  603     3.5   0.25   0.004   2726019.3      4.651       -0.376  
  604     3.5   0.25   0.004   4051508.5      4.612       -0.542  
  605     3.5   0.25   0.004   6986859.5      4.573       -0.707  
  606     3.5   0.25   0.004   1.33543083E7   4.533       -0.872  
  607     3.5   0.25   0.004   2.34900676E7   4.494       -1.037  
  608     5.0   0.25   0.004   0.0            4.0         4.399   
  609     5.0   0.25   0.004   3.2            4.111       4.399   
  610     5.0   0.25   0.004   5.5            4.223       4.399   
  611     5.0   0.25   0.004   7.8            4.334       4.399   
  612     5.0   0.25   0.004   9.9            4.445       4.399   
  613     5.0   0.25   0.004   13.0           4.556       4.398   
  614     5.0   0.25   0.004   17.8           4.668       4.398   
  615     5.0   0.25   0.004   24.0           4.779       4.398   
  616     5.0   0.25   0.004   31.7           4.89        4.396   
  617     5.0   0.25   0.004   41.5           5.002       4.395   
  618     5.0   0.25   0.004   52.5           5.113       4.391   
  619     5.0   0.25   0.004   64.6           5.224       4.385   
  620     5.0   0.25   0.004   77.1           5.335       4.374   
  621     5.0   0.25   0.004   90.1           5.446       4.353   
  622     5.0   0.25   0.004   103.8          5.552       4.302   
  623     5.0   0.25   0.004   116.0          5.621       4.169   
  624     5.0   0.25   0.004   120.7          5.623       4.0     
  625     5.0   0.25   0.004   122.5          5.605       3.833   
  626     5.0   0.25   0.004   123.7          5.579       3.668   
  627     5.0   0.25   0.004   124.9          5.549       3.505   
  628     5.0   0.25   0.004   126.3          5.517       3.343   
  629     5.0   0.25   0.004   128.3          5.484       3.181   
  630     5.0   0.25   0.004   131.7          5.45        3.02    
  631     5.0   0.25   0.004   141.2          5.415       2.859   
  632     5.0   0.25   0.004   175.0          5.379       2.698   
  633     5.0   0.25   0.004   297.8          5.344       2.538   
  634     5.0   0.25   0.004   708.4          5.309       2.377   
  635     5.0   0.25   0.004   1787.3         5.274       2.216   
  636     5.0   0.25   0.004   3846.4         5.239       2.056   
  637     5.0   0.25   0.004   7382.1         5.204       1.895   
  638     5.0   0.25   0.004   12811.0        5.168       1.734   
  639     5.0   0.25   0.004   21460.9        5.133       1.574   
  640     5.0   0.25   0.004   34887.5        5.097       1.414   
  641     5.0   0.25   0.004   56236.9        5.061       1.254   
  642     5.0   0.25   0.004   86229.2        5.024       1.094   
  643     5.0   0.25   0.004   123028.6       4.987       0.934   
  644     5.0   0.25   0.004   180864.9       4.95        0.774   
  645     5.0   0.25   0.004   254314.5       4.913       0.614   
  646     5.0   0.25   0.004   352464.0       4.876       0.455   
  647     5.0   0.25   0.004   487730.4       4.838       0.295   
  648     5.0   0.25   0.004   672243.6       4.801       0.136   
  649     5.0   0.25   0.004   919383.1       4.763       -0.023  
  650     5.0   0.25   0.004   1220395.0      4.725       -0.183  
  651     5.0   0.25   0.004   1694149.9      4.687       -0.342  
  652     5.0   0.25   0.004   2580437.2      4.648       -0.501  
  653     1.0   0.25   0.001   0.0            4.0         3.776   
  654     1.0   0.25   0.001   328.2          4.098       3.776   
  655     1.0   0.25   0.001   775.9          4.196       3.776   
  656     1.0   0.25   0.001   1370.9         4.295       3.776   
  657     1.0   0.25   0.001   2147.8         4.393       3.776   
  658     1.0   0.25   0.001   3101.5         4.491       3.774   
  659     1.0   0.25   0.001   4253.8         4.589       3.773   
  660     1.0   0.25   0.001   5501.1         4.688       3.767   
  661     1.0   0.25   0.001   6871.2         4.786       3.759   
  662     1.0   0.25   0.001   8317.1         4.883       3.744   
  663     1.0   0.25   0.001   9779.6         4.98        3.716   
  664     1.0   0.25   0.001   11285.0        5.072       3.663   
  665     1.0   0.25   0.001   12704.1        5.148       3.568   
  666     1.0   0.25   0.001   13827.7        5.191       3.434   
  667     1.0   0.25   0.001   14550.7        5.203       3.285   
  668     1.0   0.25   0.001   14800.1        5.194       3.137   
  669     1.0   0.25   0.001   15049.5        5.185       2.988   
  670     1.0   0.25   0.001   15202.9        5.167       2.841   
  671     1.0   0.25   0.001   15356.3        5.15        2.693   
  672     1.0   0.25   0.001   15514.9        5.128       2.548   
  673     1.0   0.25   0.001   15740.2        5.104       2.403   
  674     1.0   0.25   0.001   16394.4        5.079       2.258   
  675     1.0   0.25   0.001   19054.0        5.054       2.113   
  676     1.0   0.25   0.001   31747.3        5.032       1.968   
  677     1.0   0.25   0.001   52644.0        5.009       1.822   
  678     1.0   0.25   0.001   85692.8        4.986       1.677   
  679     1.0   0.25   0.001   136428.6       4.961       1.533   
  680     1.0   0.25   0.001   200335.4       4.936       1.388   
  681     1.0   0.25   0.001   285935.9       4.91        1.244   
  682     1.0   0.25   0.001   421110.9       4.884       1.1     
  683     1.0   0.25   0.001   568703.4       4.857       0.956   
  684     1.0   0.25   0.001   744582.6       4.829       0.812   
  685     1.0   0.25   0.001   964233.1       4.8         0.669   
  686     1.0   0.25   0.001   1244129.5      4.771       0.527   
  687     1.0   0.25   0.001   1606161.6      4.742       0.384   
  688     1.0   0.25   0.001   1968193.8      4.712       0.242   
  689     1.0   0.25   0.001   2425509.1      4.681       0.1     
  690     1.0   0.25   0.001   3029092.9      4.651       -0.042  
  691     1.0   0.25   0.001   3856672.0      4.62        -0.184  
  692     1.0   0.25   0.001   4968514.8      4.588       -0.326  
  693     1.0   0.25   0.001   6487932.4      4.556       -0.467  
  694     1.0   0.25   0.001   8669595.7      4.524       -0.608  
  695     1.0   0.25   0.001   1.18827913E7   4.491       -0.75   
  696     1.0   0.25   0.001   1.779853E7     4.459       -0.891  
  697     1.0   0.25   0.001   2.59390296E7   4.427       -1.032  
  698     1.5   0.25   0.001   0.0            4.0         3.985   
  699     1.5   0.25   0.001   53.5           4.114       3.985   
  700     1.5   0.25   0.001   137.7          4.228       3.984   
  701     1.5   0.25   0.001   257.5          4.342       3.983   
  702     1.5   0.25   0.001   430.7          4.455       3.982   
  703     1.5   0.25   0.001   656.8          4.569       3.98    
  704     1.5   0.25   0.001   950.4          4.683       3.977   
  705     1.5   0.25   0.001   1288.5         4.797       3.972   
  706     1.5   0.25   0.001   1664.6         4.911       3.962   
  707     1.5   0.25   0.001   2069.1         5.024       3.944   
  708     1.5   0.25   0.001   2485.3         5.135       3.908   
  709     1.5   0.25   0.001   2904.1         5.238       3.833   
  710     1.5   0.25   0.001   3246.7         5.302       3.689   
  711     1.5   0.25   0.001   3409.0         5.312       3.517   
  712     1.5   0.25   0.001   3459.0         5.298       3.345   
  713     1.5   0.25   0.001   3509.1         5.284       3.173   
  714     1.5   0.25   0.001   3544.3         5.262       3.003   
  715     1.5   0.25   0.001   3579.5         5.239       2.833   
  716     1.5   0.25   0.001   3617.0         5.21        2.666   
  717     1.5   0.25   0.001   3665.7         5.181       2.498   
  718     1.5   0.25   0.001   3778.7         5.148       2.332   
  719     1.5   0.25   0.001   4055.2         5.115       2.167   
  720     1.5   0.25   0.001   4796.6         5.082       2.001   
